tanggal,index,pm10,pm25,so2,co,o3,no2,Tavg_km,RH_avg_km,RR_km,ss_km,ff_avg_km,DDD_CAR_km
2023-10-22,294.0,60.0,91.0,47.0,4.0,37.0,25.0,30.4,65.0,0.0,8.0,1.0,1.0
2023-10-23,295.0,62.0,86.0,48.0,6.0,37.0,27.0,29.9,68.5,0.0,8.0,1.0,1.0
2023-10-24,296.0,63.0,96.0,47.0,5.0,21.0,35.0,29.4,72.0,0.0,8.0,1.0,1.0
2023-10-25,297.0,58.0,81.0,44.0,5.0,31.0,32.0,29.5,72.0,0.4,2.0,1.0,1.0
2023-10-26,298.0,65.0,99.0,46.0,8.0,31.0,37.0,30.1,72.0,0.0,4.4,1.0,1.0
2023-10-27,299.0,67.0,102.0,47.0,8.0,29.0,36.0,30.1,72.0,0.0,7.0,0.0,1.0
2023-10-28,300.0,66.0,97.0,47.0,6.0,34.0,36.0,30.3,68.0,0.8,7.0,1.0,1.0
2023-10-29,301.0,65.0,94.0,47.0,7.0,36.0,26.0,29.8,69.0,0.0,8.0,1.0,1.0
2023-10-30,302.0,59.0,83.0,45.0,6.0,40.0,29.0,30.7,67.0,0.0,7.8,1.0,1.0
2023-10-31,303.0,67.0,95.0,45.0,5.0,48.0,33.0,29.8,74.0,10.9,6.5,1.0,1.0
2023-11-01,304.0,61.0,86.0,42.0,8.0,38.0,41.0,29.8,72.0,8.0,4.3,1.0,1.0
2023-11-02,305.0,58.0,84.0,42.0,6.0,35.0,38.0,30.3,71.0,0.0,3.5,1.0,1.0
2023-11-03,306.0,64.0,89.0,43.0,9.0,39.0,37.0,30.2,70.0,0.0,4.0,1.0,1.0
2023-11-04,307.0,68.0,97.0,45.0,8.0,33.0,41.0,28.2,80.0,30.3,4.2,1.0,1.0
2023-11-05,308.0,51.0,63.0,44.0,8.0,40.0,29.0,28.7,80.0,28.0,1.5,1.0,1.0
2023-11-06,309.0,53.0,73.0,43.0,8.0,34.0,29.0,30.1,75.0,0.0,0.6,0.0,1.0
2023-11-07,310.0,60.0,85.0,43.0,7.0,37.0,30.0,30.4,71.0,0.0,5.2,2.0,1.0
2023-11-08,311.0,55.0,74.0,41.0,6.0,40.0,25.0,30.4,72.0,0.0,3.2,1.0,1.0
2023-11-09,312.0,61.0,89.0,44.0,6.0,46.0,30.0,30.0,72.0,0.0,0.0,1.0,1.0
2023-11-10,313.0,64.0,107.0,44.0,8.0,41.0,33.0,29.2,79.0,0.0,0.0,1.0,1.0
2023-11-11,314.0,64.0,89.0,39.0,15.0,35.0,30.0,29.3,76.0,4.5,0.0,1.0,1.0
2023-11-12,315.0,57.0,79.0,42.0,16.0,45.0,25.0,30.1,71.0,0.0,0.0,1.0,1.0
2023-11-13,316.0,58.0,81.0,43.0,18.0,36.0,29.0,31.2,67.0,0.6,0.0,1.0,1.0
2023-11-14,317.0,57.0,79.0,43.0,16.0,34.0,26.0,29.7,76.0,2.7,8.0,1.0,1.0
2023-11-15,318.0,47.0,66.0,40.0,16.0,38.0,30.0,29.6,74.0,39.0,0.0,1.0,1.0
2023-11-16,319.0,57.0,81.0,42.0,16.0,41.0,37.0,29.7,74.0,7.0,4.2,2.0,1.0
2023-11-17,320.0,52.0,75.0,41.0,16.0,40.0,36.0,29.8,75.0,11.0,7.6,1.0,1.0
2023-11-18,321.0,53.0,120.0,41.0,14.0,34.0,31.0,29.2,76.0,0.4,6.2,1.0,1.0
2023-11-19,322.0,54.0,80.0,43.0,16.0,32.0,24.0,29.6,78.0,1.0,6.0,1.0,1.0
2023-11-20,323.0,52.0,75.0,43.0,15.0,39.0,24.0,30.4,69.0,4.0,7.8,1.0,1.0
2023-11-21,324.0,57.0,87.0,44.0,15.0,36.0,30.0,30.2,72.0,0.0,6.3,2.0,1.0
2023-11-22,325.0,50.0,69.0,42.0,13.0,43.0,30.0,30.0,73.0,15.0,6.8,2.0,1.0
2023-11-23,326.0,56.0,93.0,44.0,11.0,38.0,30.0,29.2,78.0,3.1,3.0,1.0,1.0
2023-11-24,327.0,70.0,101.0,44.0,11.0,33.0,38.0,28.6,82.0,0.0,0.0,1.0,1.0
2023-11-25,328.0,65.0,83.0,43.0,14.0,4.0,29.0,26.1,89.0,3.5,1.0,0.0,1.0
2023-11-26,329.0,55.0,75.0,43.0,15.0,15.0,25.0,29.1,75.0,18.1,0.0,1.0,1.0
2023-11-27,330.0,58.0,76.0,43.0,14.0,31.0,26.0,28.2,78.0,13.0,5.2,1.0,1.0
2023-11-28,331.0,62.0,96.0,45.0,15.0,29.0,34.0,29.5,73.0,8.6,0.0,0.0,1.0
2023-11-29,332.0,58.0,82.0,44.0,11.0,31.0,26.0,29.8,76.0,2.5,5.7,0.0,1.0
2023-11-30,333.0,38.0,67.0,43.0,12.0,34.0,34.0,28.3,80.0,18.1,6.2,1.0,1.0
2023-12-01,334.0,54.0,73.0,36.0,12.0,22.0,13.0,26.9,87.0,3.0,2.3,0.0,1.0
2023-12-02,335.0,53.0,67.0,39.0,11.0,14.0,12.0,29.4,74.0,1.1,0.0,1.0,1.0
2023-12-03,336.0,60.0,76.0,38.0,10.0,22.0,12.0,28.6,78.0,1.1,6.1,1.0,1.0
2023-12-04,337.0,58.0,76.0,35.0,13.0,20.0,12.0,26.7,86.0,2.3,1.7,0.0,1.0
2023-12-05,338.0,54.0,74.0,35.0,10.0,20.0,12.0,29.4,74.0,1.4,0.0,1.0,1.0
2023-12-06,339.0,58.0,79.0,35.0,14.0,13.0,13.0,29.4,74.0,10.9,6.5,1.0,1.0
2023-12-07,340.0,48.0,68.0,34.0,11.0,18.0,12.0,29.2,79.0,0.0,6.7,1.0,1.0
2023-12-08,341.0,51.0,62.0,33.0,9.0,24.0,11.0,29.4,76.0,0.0,0.6,1.0,1.0
2023-12-09,342.0,58.0,73.0,34.0,12.0,18.0,14.0,29.1,76.0,0.0,3.6,1.0,1.0
2023-12-10,343.0,28.0,42.0,30.0,9.0,13.0,7.0,29.2,77.0,0.0,1.0,1.0,1.0
2023-12-11,344.0,43.0,61.0,31.0,14.0,23.0,8.0,30.0,72.0,0.0,0.0,2.0,1.0
2023-12-12,345.0,25.0,43.0,30.0,6.0,16.0,6.0,29.7,71.0,0.0,7.0,1.0,1.0
2023-12-13,346.0,29.0,35.0,30.0,7.0,13.0,5.0,30.1,70.0,0.0,3.8,2.0,1.0
2023-12-14,347.0,27.0,32.0,31.0,6.0,12.0,5.0,30.6,69.0,0.0,6.8,2.0,1.0
2023-12-15,348.0,27.0,39.0,32.0,5.0,21.0,5.0,30.4,65.0,0.0,7.6,1.0,1.0
2023-12-16,349.0,46.0,63.0,36.0,8.0,14.0,7.0,30.3,64.0,0.0,5.2,2.0,1.0
2023-12-17,350.0,59.0,78.0,30.0,19.0,29.0,9.0,30.6,65.0,0.0,7.7,2.0,8.0
2023-12-18,351.0,64.0,86.0,30.0,16.0,33.0,12.0,30.7,66.0,0.0,7.8,1.0,1.0
2023-12-19,352.0,58.0,85.0,32.0,16.0,23.0,13.0,30.3,62.0,0.0,7.5,2.0,1.0
2023-12-20,353.0,65.0,95.0,53.0,14.2,24.0,12.0,30.3,56.0,0.0,8.8,1.0,1.0
2023-12-21,354.0,53.0,71.0,57.0,13.0,26.0,13.0,29.9,62.0,0.0,8.0,2.0,1.0
2023-12-22,355.0,39.0,59.0,52.0,10.0,15.0,9.0,30.1,65.0,0.0,7.0,1.0,1.0
2023-12-23,356.0,31.0,39.0,48.0,10.0,24.0,7.0,31.0,65.0,2.8,1.8,1.0,1.0
2023-12-24,357.0,56.0,75.0,51.0,11.0,25.0,13.0,30.6,70.0,0.0,6.6,1.0,1.0
2023-12-25,358.0,38.0,52.0,48.0,10.0,25.0,9.0,28.3,80.0,0.0,5.3,1.0,1.0
2023-12-26,359.0,41.0,56.0,51.0,10.0,25.0,11.0,28.4,80.0,36.0,2.0,1.0,1.0
2023-12-27,360.0,36.0,35.0,49.0,8.0,20.0,7.0,28.7,80.0,0.0,0.0,1.0,1.0
2023-12-28,361.0,33.0,51.0,50.0,11.0,8.0,7.0,29.9,76.0,2.5,3.8,1.0,1.0
2023-12-29,362.0,23.0,27.0,50.0,10.0,13.0,7.0,29.3,79.0,0.9,4.1,1.0,1.0
2023-12-30,363.0,38.0,53.0,51.0,11.0,13.0,9.0,29.2,79.0,2.0,4.0,1.0,1.0
2023-12-31,364.0,54.0,68.0,49.0,11.0,19.0,12.0,28.3,80.0,0.0,2.4,1.0,1.0
2024-01-01,365.0,64.0,89.0,52.0,9.0,13.0,30.0,29.6,77.0,1.8,5.6,1.0,1.0
2024-01-02,366.0,53.0,93.0,52.0,4.0,12.0,28.0,29.7,78.0,0.0,0.7,1.0,1.0
2024-01-03,367.0,52.0,57.0,52.0,6.0,12.0,27.0,28.0,84.0,2.5,0.0,1.0,1.0
2024-01-04,368.0,30.0,57.4,112.0,20.0,8.0,77.0,27.1,87.0,8.5,0.0,0.0,1.0
2024-01-05,369.0,22.0,54.0,46.0,15.0,24.0,44.0,28.1,80.0,30.8,0.0,1.0,1.0
2024-01-06,370.0,49.0,68.0,46.0,12.0,38.0,36.0,27.8,83.0,1.0,4.0,1.0,1.0
2024-01-07,371.0,52.0,77.0,45.0,14.0,34.0,44.0,28.1,80.0,1.3,3.7,1.0,1.0
2024-01-08,372.0,49.0,52.0,46.0,10.0,27.0,32.0,28.3,79.0,24.2,4.2,1.0,1.0
2024-01-09,373.0,50.0,62.0,48.0,13.0,25.0,31.0,29.2,76.0,4.2,0.0,2.0,1.0
2024-01-10,374.0,49.0,66.0,49.0,10.0,34.0,41.0,29.2,76.0,2.5,6.0,2.0,1.0
2024-01-11,375.0,51.0,58.0,47.0,10.0,24.0,36.0,27.3,87.0,0.0,3.8,1.0,1.0
2024-01-12,376.0,30.0,26.0,45.0,8.0,18.0,21.0,28.6,75.0,42.0,0.8,2.0,1.0
2024-01-13,377.0,34.0,53.0,46.0,8.0,25.0,25.0,28.4,80.0,0.0,3.0,1.0,1.0
2024-01-14,378.0,39.0,49.0,45.0,6.0,20.0,20.0,29.5,76.0,2.4,0.4,2.0,1.0
2024-01-15,379.0,55.0,72.0,47.0,10.0,21.0,30.0,29.4,74.0,11.0,3.9,2.0,9.0
2024-01-16,380.0,41.0,47.0,48.0,10.0,25.0,24.0,30.2,69.0,0.0,3.2,2.0,8.0
2024-01-17,381.0,45.0,54.0,51.0,8.0,16.0,30.0,28.4,80.0,17.3,5.6,1.0,1.0
2024-01-18,382.0,45.0,58.0,47.0,11.0,14.0,27.0,28.2,79.0,1.5,1.0,2.0,8.0
2024-01-19,383.0,19.0,31.0,46.0,6.8,12.0,20.0,26.4,85.0,7.7,1.0,2.0,8.0
2024-01-20,384.0,26.0,28.0,44.0,6.4,17.0,17.0,30.5,64.0,11.0,0.0,2.0,1.0
2024-01-21,385.0,36.0,50.0,46.0,6.0,15.0,14.0,28.8,76.0,1.0,8.0,2.0,7.0
2024-01-22,386.0,24.0,26.0,44.0,3.0,17.0,11.0,30.4,66.0,7.0,5.4,3.0,8.0
2024-01-23,387.0,20.0,38.0,44.0,5.0,15.0,12.0,30.1,68.0,1.5,5.8,1.0,1.0
2024-01-24,388.0,31.0,37.0,45.0,8.0,14.0,14.0,30.2,67.0,0.6,2.7,2.0,1.0
2024-01-25,389.0,43.0,56.0,48.0,11.0,14.0,22.0,30.1,72.0,0.0,5.7,1.0,1.0
2024-01-26,390.0,39.0,59.0,48.0,9.0,17.0,26.0,29.1,78.0,0.0,6.7,3.0,9.0
2024-01-27,391.0,21.0,18.0,45.0,6.6,17.0,22.0,26.3,90.0,14.0,2.5,0.0,1.0
2024-01-28,392.0,35.0,53.0,45.0,13.0,17.0,30.0,27.4,85.0,28.0,0.0,1.0,1.0
2024-01-29,393.0,30.0,45.4,44.0,8.0,17.0,28.0,27.2,88.0,24.0,1.2,1.0,1.0
2024-01-30,394.0,39.0,67.0,46.0,31.0,14.0,28.0,26.9,88.0,17.6,0.8,1.0,1.0
2024-01-31,395.0,25.0,49.0,47.0,19.0,24.0,30.0,27.9,81.0,110.5,0.7,1.0,1.0
2024-02-01,396.0,52.0,72.0,49.0,17.0,18.0,37.0,27.8,83.0,23.0,2.2,1.0,1.0
2024-02-02,397.0,50.0,62.0,49.0,12.0,19.0,26.0,28.2,81.0,20.1,3.1,1.0,1.0
2024-02-03,398.0,33.0,51.0,48.0,10.0,20.0,22.0,28.1,79.0,20.3,3.2,2.0,8.0
2024-02-04,399.0,24.0,38.0,46.0,9.0,16.0,14.0,28.0,81.0,32.2,0.8,1.0,1.0
2024-02-05,400.0,38.0,67.0,47.0,13.0,18.0,28.0,27.9,84.0,14.0,2.4,1.0,1.0
2024-02-06,401.0,47.0,61.0,47.0,9.0,18.0,32.0,26.4,86.0,6.8,3.4,1.0,1.0
2024-02-07,402.0,32.0,49.0,49.0,8.0,15.0,22.0,28.9,75.0,14.8,3.5,1.0,1.0
2024-02-08,403.0,42.0,60.0,47.0,6.0,15.0,20.0,29.3,76.0,2.4,5.0,2.0,1.0
2024-02-09,404.0,51.0,72.0,51.0,6.0,21.0,31.0,29.0,79.0,5.1,8.5,2.0,9.0
2024-02-10,405.0,46.0,57.0,51.0,7.0,28.0,20.0,28.6,79.0,102.0,4.2,1.0,1.0
2024-02-11,406.0,39.0,57.0,50.0,9.0,23.0,23.0,28.8,78.0,0.0,5.2,2.0,9.0
2024-02-12,407.0,33.0,54.0,50.0,7.0,25.0,23.0,28.6,81.0,5.8,7.6,2.0,1.0
2024-02-13,408.0,39.0,52.0,51.0,7.0,26.0,28.0,28.6,80.0,3.0,5.0,2.0,1.0
2024-02-14,409.0,25.0,38.0,52.0,8.0,26.0,24.0,27.6,85.0,140.9,6.8,0.0,1.0
2024-02-15,410.0,35.0,55.0,29.6,18.0,22.0,29.0,28.5,85.0,3.0,2.1,1.0,1.0
2024-02-16,411.0,57.0,73.0,20.0,28.0,20.0,40.0,28.1,85.0,7.5,0.8,2.0,1.0
2024-02-17,412.0,36.0,50.0,16.0,21.0,23.0,23.0,28.3,82.0,18.4,0.2,1.0,1.0
2024-02-18,413.0,38.0,55.0,15.0,20.0,24.0,26.0,28.6,80.0,0.0,3.0,2.0,1.0
2024-02-19,414.0,46.0,66.0,16.0,24.0,14.0,39.0,29.5,78.0,0.0,2.7,2.0,1.0
2024-02-20,415.0,42.0,61.0,16.0,21.0,21.0,31.0,29.8,78.0,1.1,5.2,2.0,1.0
2024-02-21,416.0,52.0,73.0,20.0,32.0,24.0,37.0,29.5,77.0,0.2,7.2,1.0,1.0
2024-02-22,417.0,56.0,73.0,19.0,22.0,23.0,35.0,30.6,74.0,0.0,0.3,3.0,1.0
2024-02-23,418.0,38.0,56.0,16.0,20.0,23.0,29.0,30.3,72.0,3.2,5.8,2.0,1.0
2024-02-24,419.0,38.0,57.0,20.0,20.0,12.0,19.0,28.9,80.0,2.2,2.4,3.0,1.0
2024-02-25,420.0,26.0,37.0,20.0,16.0,22.0,19.0,28.4,81.0,5.7,3.8,2.0,1.0
2024-02-26,421.0,25.0,42.0,13.0,17.0,18.0,24.0,28.7,79.0,20.8,1.7,0.0,1.0
2024-02-27,422.0,44.0,63.0,14.0,25.0,16.0,32.0,29.1,78.0,0.0,2.5,1.0,1.0
2024-02-28,423.0,43.0,59.0,14.0,21.0,13.0,31.0,27.6,88.0,38.5,5.2,1.0,1.0
2024-02-29,424.0,33.0,44.0,13.0,22.0,14.0,29.0,26.1,92.0,75.5,0.3,0.0,1.0
2024-03-01,425.0,45.0,62.0,14.0,30.0,23.0,37.0,29.1,77.0,10.0,0.0,2.0,1.0
2024-03-02,426.0,43.0,64.0,17.0,22.0,15.0,37.0,27.7,86.0,21.6,5.2,1.0,9.0
2024-03-03,427.0,33.0,51.0,17.0,20.0,22.0,27.0,27.7,86.0,17.7,0.0,2.0,1.0
2024-03-04,428.0,34.0,54.0,14.0,19.0,20.0,25.0,29.2,74.0,6.8,0.2,2.0,1.0
2024-03-05,429.0,24.0,43.0,13.0,19.0,20.0,22.0,30.2,71.0,1.0,1.0,2.0,1.0
2024-03-06,430.0,25.0,38.0,15.0,17.0,17.0,21.0,29.6,75.0,10.5,2.4,2.0,1.0
2024-03-07,431.0,23.0,35.0,14.0,17.0,20.0,21.0,29.7,74.0,4.0,1.2,1.0,1.0
2024-03-08,432.0,19.0,34.0,13.0,15.0,22.0,15.0,29.2,75.0,0.0,4.6,1.0,1.0
2024-03-09,433.0,29.0,30.0,17.0,17.0,19.0,21.0,26.3,94.0,4.2,0.5,0.0,1.0
2024-03-10,434.0,53.0,72.0,17.0,27.0,20.0,35.0,27.9,86.0,47.7,0.0,1.0,1.0
2024-03-11,435.0,35.0,47.0,12.0,17.0,14.0,21.0,27.9,86.0,10.4,0.2,1.0,1.0
2024-03-12,436.0,31.0,50.0,11.0,13.0,21.0,19.0,28.8,79.0,16.0,0.0,1.0,1.0
2024-03-13,437.0,42.0,60.0,14.0,15.0,19.0,25.0,28.2,84.0,4.3,3.0,2.0,1.0
2024-03-14,438.0,36.0,52.0,12.0,17.0,17.0,29.0,27.2,86.0,24.0,1.2,1.0,1.0
2024-03-15,439.0,32.0,44.0,15.0,16.0,22.0,22.0,27.4,83.0,31.8,0.0,1.0,1.0
2024-03-16,440.0,23.0,27.0,13.0,13.0,23.0,20.0,26.0,91.0,6.5,0.0,1.0,1.0
2024-03-17,441.0,24.0,37.0,14.0,12.0,21.0,16.0,27.0,85.0,19.0,1.0,2.0,8.0
2024-03-18,442.0,22.0,35.0,16.0,11.0,20.0,17.0,29.0,77.0,21.7,2.1,2.0,1.0
2024-03-19,443.0,29.0,47.0,14.0,13.0,18.0,18.0,30.2,65.0,0.3,5.0,1.0,1.0
2024-03-20,444.0,27.0,47.0,13.0,17.0,10.0,16.0,30.4,63.0,1.4,9.9,3.0,8.0
2024-03-21,445.0,28.0,51.0,18.0,16.0,11.0,18.0,29.0,77.0,0.0,9.7,2.0,1.0
2024-03-22,446.0,24.0,28.0,10.0,17.0,17.0,26.0,26.4,91.0,63.3,9.0,0.0,1.0
2024-03-23,447.0,63.0,100.0,15.0,31.0,30.0,47.0,29.8,75.0,3.8,0.0,1.0,1.0
2024-03-24,448.0,52.0,71.0,13.0,15.0,38.0,30.0,29.9,77.0,0.5,9.9,1.0,1.0
2024-03-25,449.0,44.0,64.0,13.0,16.0,25.0,39.0,29.2,80.0,9.2,8.0,1.0,1.0
2024-03-26,450.0,52.0,73.0,13.0,21.0,25.0,37.0,30.2,75.0,2.9,5.0,1.0,1.0
2024-03-27,451.0,57.0,77.0,13.0,22.0,17.0,43.0,28.3,82.0,0.4,5.2,1.0,1.0
2024-03-28,452.0,62.0,92.0,19.0,22.0,33.0,45.0,29.3,77.0,3.4,0.0,1.0,1.0
2024-03-29,453.0,62.0,90.0,16.0,19.0,35.0,50.0,29.8,75.0,0.0,5.5,0.0,1.0
2024-03-30,454.0,56.0,75.0,16.0,21.0,29.0,44.0,29.7,77.0,0.6,6.2,1.0,1.0
2024-03-31,455.0,53.0,79.0,12.0,23.0,32.0,41.0,28.9,82.0,10.2,4.5,1.0,1.0
2024-04-01,456.0,63.0,96.0,11.0,26.0,27.0,52.0,29.2,78.0,18.2,4.0,1.0,1.0
2024-04-02,457.0,67.0,97.0,14.0,28.0,28.0,62.0,29.5,77.0,1.2,5.4,1.0,1.0
2024-04-03,458.0,62.0,78.0,13.0,25.0,24.0,52.0,28.3,83.0,0.0,2.0,2.0,1.0
2024-04-04,459.0,48.0,63.0,12.0,30.0,24.0,51.0,30.2,75.0,5.6,4.0,1.0,1.0
2024-04-05,460.0,67.0,102.0,13.0,34.0,26.0,58.0,29.6,80.0,6.3,6.2,0.0,1.0
2024-04-06,461.0,58.0,83.0,15.0,28.0,29.0,39.0,29.2,80.0,2.8,1.2,1.0,1.0
2024-04-07,462.0,48.0,68.0,12.0,22.0,36.0,34.0,30.1,76.0,1.1,1.0,2.0,1.0
2024-04-08,463.0,50.0,65.0,13.0,19.0,44.0,31.0,30.0,72.0,0.6,4.8,2.0,1.0
2024-04-09,464.0,40.0,62.0,15.0,20.0,34.0,24.0,28.6,81.0,30.7,5.0,0.0,1.0
2024-04-10,465.0,55.0,76.0,14.0,26.0,37.0,34.0,28.7,78.0,8.7,0.8,1.0,1.0
2024-04-11,466.0,40.0,54.0,10.0,18.0,31.0,26.0,29.0,80.0,0.7,5.0,2.0,1.0
2024-04-12,467.0,24.0,45.0,9.0,15.0,30.0,24.0,27.7,86.0,39.0,3.5,1.0,1.0
2024-04-13,468.0,33.0,53.0,10.0,20.0,31.0,29.0,29.5,79.0,1.0,3.7,2.0,1.0
2024-04-14,469.0,27.0,47.0,9.0,17.0,34.0,23.0,28.9,80.0,9.2,7.5,1.0,1.0
2024-04-15,470.0,27.0,46.0,9.0,19.0,27.0,25.0,30.1,75.0,1.0,5.5,1.0,1.0
2024-04-16,471.0,32.0,52.0,13.0,17.0,25.0,20.0,30.9,74.0,1.1,4.5,1.0,1.0
2024-04-17,472.0,46.0,69.0,12.0,21.0,35.0,32.0,28.8,81.0,10.6,3.5,2.0,1.0
2024-04-18,473.0,44.0,60.0,11.0,24.0,33.0,37.0,29.6,75.0,27.2,3.6,2.0,1.0
2024-04-19,474.0,41.0,60.0,14.0,21.0,25.0,38.0,29.5,76.0,0.0,3.7,1.0,1.0
2024-04-20,475.0,57.0,77.0,20.0,22.0,24.0,33.0,30.1,76.0,2.0,0.6,1.0,1.0
2024-04-21,476.0,40.0,52.0,13.0,18.0,24.0,25.0,29.6,76.0,5.1,2.3,1.0,1.0
2024-04-22,477.0,53.0,71.0,13.0,22.0,23.0,40.0,30.9,73.0,0.0,2.5,1.0,1.0
2024-04-23,478.0,52.0,70.0,14.0,25.0,17.0,41.0,29.8,77.0,0.0,7.0,1.0,1.0
2024-04-24,479.0,50.0,71.0,13.0,25.0,22.0,49.0,30.0,78.0,4.8,3.5,1.0,1.0
2024-04-25,480.0,52.0,69.0,11.0,23.0,31.0,51.0,29.0,81.0,13.0,1.0,1.0,1.0
2024-04-26,481.0,41.0,58.0,13.0,19.0,26.0,35.0,30.2,77.0,0.4,0.0,1.0,1.0
2024-04-27,482.0,53.0,73.0,19.0,22.0,20.0,34.0,29.5,78.0,0.0,7.0,1.0,1.0
2024-04-28,483.0,51.0,74.0,13.0,25.0,28.0,34.0,30.2,78.0,2.0,5.5,1.0,1.0
2024-04-29,484.0,50.0,65.0,13.0,17.0,28.0,28.0,31.3,74.0,0.2,2.7,2.0,1.0
2024-04-30,485.0,53.0,70.0,16.0,18.0,27.0,33.0,31.0,74.0,0.0,6.8,1.0,1.0
2024-05-01,486.0,47.0,63.0,15.0,19.0,26.0,34.0,30.4,76.0,3.0,5.6,1.0,1.0
2024-05-02,487.0,54.0,75.0,14.0,18.0,27.0,30.0,31.3,72.0,6.0,0.6,1.0,1.0
2024-05-03,488.0,58.0,85.0,13.0,24.0,30.0,43.0,30.7,73.0,0.0,2.8,2.0,1.0
2024-05-04,489.0,62.0,87.0,14.0,24.0,25.0,50.0,30.3,70.0,0.0,6.2,1.0,1.0
2024-05-05,490.0,60.0,88.0,14.0,27.0,22.0,47.0,30.8,71.0,0.0,5.0,1.0,1.0
2024-05-06,491.0,59.0,82.0,15.0,18.0,26.0,38.0,30.5,68.0,1.5,5.8,0.0,1.0
2024-05-07,492.0,64.0,92.0,16.0,20.0,23.0,42.0,31.0,68.0,0.0,3.7,1.0,1.0
2024-05-08,493.0,63.0,87.0,19.0,18.0,20.0,47.0,30.5,71.0,0.0,6.5,1.0,1.0
2024-05-09,494.0,62.0,93.0,16.0,18.0,22.0,44.0,30.6,73.0,1.6,4.2,1.0,1.0
2024-05-10,495.0,56.0,84.0,19.0,12.0,30.0,27.0,30.9,73.0,0.0,6.0,1.0,1.0
2024-05-11,496.0,52.0,74.0,18.0,11.0,28.0,27.0,31.1,71.0,0.0,7.0,2.0,1.0
2024-05-12,497.0,53.0,75.0,18.0,10.0,28.0,27.0,31.0,70.0,0.0,5.5,2.0,1.0
2024-05-13,498.0,52.0,64.0,16.0,8.0,25.0,25.0,30.9,72.0,0.0,5.7,1.0,1.0
2024-05-14,499.0,61.0,85.0,18.0,10.0,28.0,39.0,28.5,84.0,0.0,6.0,1.0,1.0
2024-05-15,500.0,62.0,78.0,14.0,20.0,26.0,40.0,30.7,71.0,28.5,0.0,1.0,1.0
2024-05-16,501.0,65.0,98.0,19.0,17.0,28.0,40.0,30.4,73.0,0.0,4.5,1.0,1.0
2024-05-17,502.0,64.0,86.0,17.0,17.0,21.0,39.0,30.4,70.0,0.0,5.5,1.0,1.0
2024-05-18,503.0,67.0,97.0,18.0,20.0,18.0,48.0,30.6,69.0,1.5,4.5,1.0,1.0
2024-05-19,504.0,63.0,92.0,15.0,17.0,25.0,36.0,30.3,70.0,0.0,4.5,1.0,1.0
2024-05-20,505.0,65.0,91.0,17.0,15.0,26.0,32.0,30.6,68.0,0.0,6.5,1.0,1.0
2024-05-21,506.0,62.0,97.0,25.0,14.0,23.0,45.0,30.5,70.0,0.0,3.4,1.0,1.0
2024-05-22,507.0,65.0,92.0,20.0,12.0,24.0,37.0,30.6,72.0,0.0,5.2,2.0,1.0
2024-05-23,508.0,59.0,78.0,20.0,11.0,22.0,32.0,28.9,81.0,12.6,3.2,1.0,1.0
2024-05-24,509.0,60.0,74.0,16.0,13.0,19.0,30.0,29.3,78.0,7.5,0.0,1.0,1.0
2024-05-25,510.0,39.0,53.0,12.0,15.0,16.0,30.0,27.2,86.0,3.5,4.0,1.0,1.0
2024-05-26,511.0,61.0,82.0,26.0,21.0,19.0,38.0,29.5,77.0,2.1,0.0,1.0,1.0
2024-05-27,512.0,64.0,92.0,22.0,15.0,25.0,39.0,31.0,70.0,6.1,0.4,1.0,1.0
2024-05-28,513.0,67.0,100.0,18.0,14.0,29.0,42.0,30.7,74.0,3.0,6.0,2.0,1.0
2024-05-29,514.0,64.0,86.0,19.0,10.0,32.0,36.0,30.8,73.0,0.0,6.4,1.0,1.0
2024-05-30,515.0,59.0,85.0,19.0,8.0,29.0,38.0,30.6,74.0,0.0,4.4,1.0,1.0
2024-05-31,516.0,70.0,101.0,17.0,10.0,27.0,44.0,30.8,74.0,0.2,5.2,1.0,1.0
2024-06-01,517.0,73.0,102.0,16.0,8.0,22.0,48.0,29.7,76.0,0.0,2.8,1.0,1.0
2024-06-02,518.0,67.0,95.0,14.0,5.0,24.0,45.0,29.7,78.0,7.3,1.0,0.0,1.0
2024-06-03,519.0,50.0,61.0,11.0,5.0,24.0,40.0,28.8,82.0,1.5,1.5,0.0,1.0
2024-06-04,520.0,58.0,76.0,14.0,5.0,26.0,44.0,29.6,78.0,9.0,0.4,1.0,1.0
2024-06-05,521.0,63.0,88.0,17.0,6.0,27.0,51.0,30.0,72.0,0.0,3.0,1.0,1.0
2024-06-06,522.0,55.0,77.0,16.0,5.0,16.0,42.0,30.7,68.0,1.5,6.0,1.0,1.0
2024-06-07,523.0,58.0,82.0,16.0,13.2,24.0,41.0,29.9,73.0,6.5,6.6,2.0,1.0
2024-06-08,524.0,62.0,88.0,16.0,25.0,22.0,40.0,30.5,72.0,0.0,6.0,2.0,4.0
2024-06-09,525.0,63.0,87.0,18.0,23.0,27.0,32.0,29.6,75.0,0.0,6.8,1.0,1.0
2024-06-10,526.0,69.0,99.0,14.0,34.0,19.0,50.0,30.7,73.0,0.0,3.6,1.0,1.0
2024-06-11,527.0,60.0,79.0,18.0,26.0,31.0,37.0,28.4,85.0,15.5,4.2,1.0,1.0
2024-06-12,528.0,58.0,76.0,12.0,35.0,26.0,51.0,28.9,79.0,12.9,3.2,0.0,1.0
2024-06-13,529.0,49.0,61.0,16.0,30.0,21.0,36.0,29.0,78.0,0.0,3.0,1.0,1.0
