time;tavg;rhum;prcp;wspd;wdir
2024-08-03;29.3;82.0;3.8;6.6;70.0
2024-08-04;29.4;77.0;0.4;7.7;312.0
2024-08-05;28.5;80.0;1.7;7.0;328.0
2024-08-06;29.6;73.0;0.0;8.4;75.0
2024-08-07;29.2;72.0;0.1;9.0;49.0
2024-08-08;29.6;74.0;0.4;8.0;97.0
2024-08-09;30.0;74.0;0.0;8.2;20.0
2024-08-10;29.8;76.0;1.1;8.0;340.0
2024-08-11;29.6;78.0;2.2;8.0;326.0
2024-08-12;27.0;73.0;0.0;10.6;81.0
2024-08-13;29.4;68.0;0.0;8.5;64.0
2024-08-14;29.8;71.0;0.0;8.9;29.0
2024-08-15;29.4;74.0;0.0;9.6;302.0
2024-08-16;29.2;71.0;0.2;7.7;347.0
2024-08-17;29.8;73.0;0.0;8.6;4.0
2024-08-18;29.3;74.0;0.0;8.4;27.0
2024-08-19;29.3;75.0;0.0;8.2;31.0
2024-08-20;29.0;75.0;0.0;8.7;33.0
2024-08-21;29.3;74.0;0.0;8.5;35.0
2024-08-22;29.5;74.0;0.0;10.8;70.0
2024-08-23;29.2;71.0;0.8;7.7;25.0
2024-08-24;29.0;73.0;0.1;8.8;20.0
2024-08-25;29.3;70.0;0.0;8.6;14.0
2024-08-26;29.2;70.0;0.2;9.5;332.0
2024-08-27;29.5;65.0;0.0;8.5;8.0
2024-08-28;29.5;68.0;0.1;8.8;163.8
2024-08-29;30.0;65.0;0.0;8.8;161.2
2024-08-30;29.2;67.0;0.0;10.0;180.8
2024-08-31;29.0;71.0;0.1;8.5;57.4
2024-09-01;29.8;72.0;0.5;8.8;212.2
2024-09-02;30.0;72.0;0.4;9.6;199.4
2024-09-03;29.8;72.0;0.5;8.8;212.2
2024-09-04;30.4;67.0;0.2;9.3;156.2
2024-09-05;30.2;75.0;7.2;8.1;131.0
2024-09-06;30.5;73.0;0.7;8.9;58.0
2024-09-07;30.7;63.0;0.0;10.1;71.0
2024-09-08;30.6;68.0;0.2;12.0;116.0
2024-09-09;28.7;81.0;22.3;9.6;332.0
2024-09-10;28.1;82.0;16.7;7.4;322.0
2024-09-11;29.9;74.0;10.1;9.3;80.0
2024-09-12;28.1;81.0;2.4;15.2;316.0
2024-09-13;28.6;77.0;1.3;6.5;27.0
2024-09-14;29.3;67.0;0.0;8.9;87.0
2024-09-15;29.4;70.0;0.0;7.6;42.0
2024-09-16;29.6;67.0;0.0;9.7;24.0
2024-09-17;29.2;64.0;0.0;8.2;7.0
2024-09-18;28.8;67.0;0.0;11.1;351.0
2024-09-19;29.1;66.0;0.0;8.4;8.0
2024-09-20;29.4;72.0;0.0;8.4;56.0
2024-09-21;29.9;74.0;0.0;8.3;39.0
2024-09-22;30.2;75.0;1.8;9.4;67.0
2024-09-23;30.2;78.0;0.8;9.3;73.0
2024-09-24;28.4;82.0;6.2;6.5;6.0
2024-09-25;27.8;81.0;7.1;7.8;90.0
2024-09-26;28.1;84.0;12.3;7.3;32.0
2024-09-27;29.9;79.0;0.0;8.5;69.0
2024-09-28;30.6;81.0;12.9;6.8;22.0
2024-09-29;30.5;77.0;4.2;6.5;294.0
2024-09-30;30.4;76.0;3.9;7.2;4.0
2024-10-01;30.2;72.0;0.3;6.5;349.0
2024-10-02;30.6;77.0;2.9;7.8;225.0
2024-10-03;30.3;78.0;4.9;6.2;72.0
2024-10-04;30.3;77.0;3.0;6.4;316.0
2024-10-05;29.5;79.0;1.5;7.7;314.0
2024-10-06;29.9;79.0;7.5;6.5;324.0
2024-10-07;31.1;69.0;0.1;7.6;48.0
2024-10-08;30.8;71.0;0.0;8.4;11.0
2024-10-09;30.7;74.0;2.8;6.9;8.0
2024-10-10;30.8;76.0;3.5;7.6;133.0
2024-10-11;31.1;74.0;1.3;8.4;91.0
2024-10-12;30.4;81.0;12.4;8.2;356.0
2024-10-13;29.1;82.0;2.5;7.3;339.0
2024-10-14;29.0;78.0;2.8;7.6;287.0
2024-10-15;29.2;77.0;5.5;8.7;257.0
2024-10-16;29.8;66.0;1.0;9.1;299.0
2024-10-17;29.8;60.0;0.0;10.8;276.0
2024-10-18;30.0;69.0;0.1;8.9;324.0
2024-10-19;30.2;70.0;0.5;8.1;10.0
2024-10-20;31.2;57.0;0.2;11.3;260.0
2024-10-21;30.4;67.0;0.1;10.5;42.0
2024-10-22;30.8;68.0;0.2;7.8;39.0
2024-10-23;30.0;73.0;0.9;7.8;33.0
2024-10-24;29.3;79.0;7.5;8.1;16.0
2024-10-25;28.8;75.0;0.8;7.9;22.0
2024-10-26;30.8;66.0;0.0;10.1;79.0
2024-10-27;30.3;70.0;0.0;8.8;14.0
2024-10-28;30.3;68.0;0.3;7.4;39.0
2024-10-29;31.0;69.0;0.2;9.2;342.0
2024-10-30;30.7;72.0;1.7;9.1;39.0
2024-10-31;30.4;73.0;2.4;6.5;25.0
2024-11-01;30.8;77.0;13.1;8.1;69.0
2024-11-02;28.2;84.0;10.3;7.5;15.0
2024-11-03;27.2;85.0;19.1;6.3;119.0
2024-11-04;28.3;84.0;11.3;6.2;2.0
2024-11-05;28.4;85.0;7.2;7.3;57.0
2024-11-06;29.8;81.0;10.3;9.0;78.0
2024-11-07;29.5;81.0;3.7;7.4;296.0
2024-11-08;30.3;74.0;0.4;6.4;333.0
2024-11-09;29.1;79.0;9.6;6.5;40.0
2024-11-10;29.2;82.0;6.9;7.3;31.0
2024-11-11;27.9;84.0;19.2;8.0;75.0
2024-11-12;28.6;85.0;9.8;8.2;96.0
2024-11-13;30.3;81.0;10.3;6.0;44.0
2024-11-14;30.4;77.0;1.7;6.4;23.0
2024-11-15;30.1;79.0;5.7;5.3;18.0
2024-11-16;28.3;85.0;12.8;5.2;39.0
2024-11-17;29.4;84.0;8.8;5.1;40.0
2024-11-18;26.5;87.0;14.7;7.0;37.0
2024-11-19;27.3;83.0;11.0;8.0;208.0
2024-11-20;27.5;83.0;9.4;7.0;122.0
2024-11-21;27.2;84.0;9.2;7.2;263.0
2024-11-22;29.3;81.0;2.7;8.2;242.0
2024-11-23;28.8;81.0;3.3;6.4;240.0
2024-11-24;29.6;79.0;2.7;7.0;276.0
2024-11-25;30.1;78.0;9.3;7.3;281.0
2024-11-26;29.4;79.0;9.1;6.7;20.0
2024-11-27;28.1;82.0;3.8;6.9;304.0
2024-11-28;29.4;76.0;4.6;7.3;274.0
2024-11-29;29.9;74.0;0.0;10.0;274.0
2024-11-30;30.7;71.0;4.2;11.2;255.0
2024-12-01;29.0;73.0;2.5;14.1;245.0
2024-12-02;28.6;80.0;15.7;15.7;255.0
2024-12-03;27.6;81.0;11.0;15.7;261.0
2024-12-04;26.6;86.0;1.8;15.4;256.0
2024-12-05;27.4;87.0;19.4;14.7;272.0
2024-12-06;27.3;87.0;6.2;10.4;287.0
2024-12-07;27.7;88.0;30.1;5.9;326.0
2024-12-08;28.9;84.0;13.1;6.8;319.0
2024-12-09;26.6;86.0;17.3;8.4;286.0
2024-12-10;27.8;82.0;6.0;10.1;196.6
2024-12-11;29.4;72.0;0.4;7.8;126.2
2024-12-12;29.9;67.0;0.0;9.8;168.6
2024-12-13;29.9;74.0;2.1;8.5;93.4
2024-12-14;28.7;80.0;5.1;13.8;253.0
2024-12-15;27.3;89.0;18.6;10.7;262.0
2024-12-16;28.4;85.0;16.7;9.8;277.0
2024-12-17;29.0;80.0;10.6;9.1;287.0
2024-12-18;28.6;80.0;22.7;14.7;256.0
2024-12-19;27.6;85.0;47.0;15.1;263.0
2024-12-20;28.1;86.0;3.9;11.7;270.0
2024-12-21;28.3;84.0;11.9;12.5;295.0
2024-12-22;27.9;88.0;10.9;7.2;306.0
2024-12-23;26.9;89.0;6.2;7.5;298.0
2024-12-24;28.3;86.0;22.4;6.9;289.0
2024-12-25;27.7;87.0;13.0;6.0;293.0
2024-12-26;29.5;80.0;5.3;7.9;290.0
2024-12-27;29.4;76.0;2.2;9.4;278.0
2024-12-28;30.0;71.0;0.4;10.8;276.0
2024-12-29;29.6;78.0;8.0;9.4;293.0
2024-12-30;28.1;78.0;1.7;15.2;264.0
2024-12-31;28.9;76.0;0.9;13.5;283.0
