periode_data;tanggal;stasiun;pm_sepuluh;pm_duakomalima;sulfur_dioksida;karbon_monoksida;ozon;nitrogen_dioksida;max;critical;kategori
202303;12/03/2023;DKI3;62;96;38;19;20;22;96;PM25;SEDANG
202303;12/03/2023;DKI4;64;109;30;16;14;22;109;PM25;TIDAK SEHAT
202303;12/03/2023;DKI5;60;-;15;21;37;22;60;PM10;SEDANG
202303;13/03/2023;DKI1;53;72;48;12;21;33;72;PM25;SEDANG
202303;13/03/2023;DKI2;58;79;34;10;28;25;79;PM25;SEDANG
202303;13/03/2023;DKI3;55;88;39;17;27;11;88;PM25;SEDANG
202303;13/03/2023;DKI4;64;107;31;11;23;16;107;PM25;TIDAK SEHAT
202303;13/03/2023;DKI5;57;-;17;16;34;20;57;PM10;SEDANG
202303;14/03/2023;DKI1;51;61;47;12;15;30;61;PM25;SEDANG
202303;14/03/2023;DKI2;44;54;19;7;27;21;54;PM25;SEDANG
202303;14/03/2023;DKI3;58;81;40;15;17;11;81;PM25;SEDANG
202303;14/03/2023;DKI4;-;76;30;11;12;20;76;PM25;SEDANG
202303;14/03/2023;DKI5;56;-;18;13;28;18;56;PM10;SEDANG
202303;15/03/2023;DKI1;29;42;43;11;23;31;43;SO2;BAIK
202303;15/03/2023;DKI2;34;50;23;9;24;24;50;PM25;BAIK
202303;15/03/2023;DKI3;36;56;35;10;21;7;56;PM25;SEDANG
202303;15/03/2023;DKI4;50;63;30;9;15;19;63;PM25;SEDANG
202303;15/03/2023;DKI5;26;-;15;10;33;13;33;O3;BAIK
202303;16/03/2023;DKI1;64;84;46;15;21;44;84;PM25;SEDANG
202303;16/03/2023;DKI2;68;87;23;22;20;36;87;PM25;SEDANG
202303;16/03/2023;DKI3;66;98;37;34;18;27;98;PM25;SEDANG
202303;16/03/2023;DKI4;-;107;30;19;15;20;107;PM25;TIDAK SEHAT
202303;16/03/2023;DKI5;59;-;14;27;24;35;59;PM10;SEDANG
202303;17/03/2023;DKI1;49;59;44;11;21;28;59;PM25;SEDANG
202303;17/03/2023;DKI2;56;64;23;10;25;20;64;PM25;SEDANG
202303;17/03/2023;DKI3;64;90;35;22;21;20;90;PM25;SEDANG
202303;17/03/2023;DKI4;-;92;30;16;16;18;92;PM25;SEDANG
202303;17/03/2023;DKI5;52;-;14;15;33;17;52;PM10;SEDANG
202303;18/03/2023;DKI1;44;60;45;12;20;34;60;PM25;SEDANG
202303;18/03/2023;DKI2;56;69;28;11;26;27;69;PM25;SEDANG
202303;18/03/2023;DKI3;49;64;37;13;30;11;64;PM25;SEDANG
202303;18/03/2023;DKI4;-;85;30;10;23;17;85;PM25;SEDANG
202303;18/03/2023;DKI5;52;-;14;14;37;20;52;PM10;SEDANG
202303;19/03/2023;DKI1;53;67;46;12;24;29;67;PM25;SEDANG
202303;19/03/2023;DKI2;62;70;31;12;28;24;70;PM25;SEDANG
202303;19/03/2023;DKI3;49;72;35;17;25;10;72;PM25;SEDANG
202303;19/03/2023;DKI4;61;84;32;12;20;16;84;PM25;SEDANG
202303;19/03/2023;DKI5;50;-;14;14;37;18;50;PM10;BAIK
202303;20/03/2023;DKI1;54;76;47;13;28;33;76;PM25;SEDANG
202303;20/03/2023;DKI2;57;77;22;12;32;23;77;PM25;SEDANG
202303;20/03/2023;DKI3;55;83;38;13;26;12;83;PM25;SEDANG
202303;20/03/2023;DKI4;52;91;32;12;26;19;91;PM25;SEDANG
202303;20/03/2023;DKI5;57;-;16;16;41;18;57;PM10;SEDANG
202303;21/03/2023;DKI1;54;71;47;14;20;45;71;PM25;SEDANG
202303;21/03/2023;DKI2;63;83;28;12;29;31;83;PM25;SEDANG
202303;21/03/2023;DKI3;52;70;36;19;24;25;70;PM25;SEDANG
202303;21/03/2023;DKI4;59;94;31;11;21;17;94;PM25;SEDANG
202303;21/03/2023;DKI5;53;-;16;18;38;28;53;PM10;SEDANG
202303;22/03/2023;DKI1;-;-;-;-;-;-;0;;TIDAK ADA DATA
202303;22/03/2023;DKI2;58;66;21;7;41;19;66;PM25;SEDANG
202303;22/03/2023;DKI3;52;71;35;8;26;11;71;PM25;SEDANG
202303;22/03/2023;DKI4;60;87;31;7;22;16;87;PM25;SEDANG
202303;22/03/2023;DKI5;46;-;14;11;46;14;46;PM10;BAIK
202303;23/03/2023;DKI1;-;-;-;-;-;-;0;;TIDAK ADA DATA
202303;23/03/2023;DKI2;40;56;21;5;37;13;56;PM25;SEDANG
202303;23/03/2023;DKI3;55;77;36;12;21;12;77;PM25;SEDANG
202303;23/03/2023;DKI4;63;87;33;13;15;11;87;PM25;SEDANG
202303;23/03/2023;DKI5;38;-;14;9;39;13;39;O3;BAIK
202303;24/03/2023;DKI1;-;-;-;-;-;-;0;;TIDAK ADA DATA
202303;24/03/2023;DKI2;-;59;21;5;37;17;59;PM25;SEDANG
202303;24/03/2023;DKI3;57;87;35;11;25;13;87;PM25;SEDANG
202303;24/03/2023;DKI4;57;85;33;8;19;13;85;PM25;SEDANG
202303;24/03/2023;DKI5;53;-;14;13;43;17;53;PM10;SEDANG
202303;25/03/2023;DKI1;53;69;46;11;29;25;69;PM25;SEDANG
202303;25/03/2023;DKI2;51;71;21;10;36;28;71;PM25;SEDANG
202303;25/03/2023;DKI3;62;88;36;12;21;13;88;PM25;SEDANG
202303;25/03/2023;DKI4;-;91;32;11;18;22;91;PM25;SEDANG
202303;25/03/2023;DKI5;49;-;16;10;35;14;49;PM10;BAIK
202303;26/03/2023;DKI1;45;64;45;13;25;25;64;PM25;SEDANG
202303;26/03/2023;DKI2;52;62;22;10;34;27;62;PM25;SEDANG
202303;26/03/2023;DKI3;-;66;35;9;15;14;66;PM25;SEDANG
202303;26/03/2023;DKI4;-;71;31;11;14;14;71;PM25;SEDANG
202303;26/03/2023;DKI5;37;-;17;12;36;18;37;PM10;BAIK
202303;27/03/2023;DKI1;35;52;45;13;27;25;52;PM25;SEDANG
202303;27/03/2023;DKI2;33;52;20;9;30;26;52;PM25;SEDANG
202303;27/03/2023;DKI3;-;55;33;12;12;13;55;PM25;SEDANG
202303;27/03/2023;DKI4;-;76;31;16;12;13;76;PM25;SEDANG
202303;27/03/2023;DKI5;38;-;15;12;30;15;38;PM10;BAIK
202303;28/03/2023;DKI1;55;72;46;17;19;34;72;PM25;SEDANG
202303;28/03/2023;DKI2;58;76;44;19;23;34;76;PM25;SEDANG
202303;28/03/2023;DKI3;-;73;38;12;10;18;73;PM25;SEDANG
202303;28/03/2023;DKI4;-;85;32;18;7;18;85;PM25;SEDANG
202303;28/03/2023;DKI5;60;-;18;25;29;21;60;PM10;SEDANG
202303;29/03/2023;DKI1;56;74;46;16;21;33;74;PM25;SEDANG
202303;29/03/2023;DKI2;72;87;33;19;22;29;87;PM25;SEDANG
202303;29/03/2023;DKI3;70;46;37;15;12;34;70;PM10;SEDANG
202303;29/03/2023;DKI4;-;113;32;21;13;20;113;PM25;TIDAK SEHAT
202303;29/03/2023;DKI5;60;-;15;30;28;19;60;PM10;SEDANG
202303;30/03/2023;DKI1;49;66;52;15;22;32;66;PM25;SEDANG
202303;30/03/2023;DKI2;52;64;28;17;21;29;64;PM25;SEDANG
202303;30/03/2023;DKI3;53;52;38;11;11;19;53;PM10;SEDANG
202303;30/03/2023;DKI4;-;85;33;17;12;15;85;PM25;SEDANG
202303;30/03/2023;DKI5;52;-;21;25;26;19;52;PM10;SEDANG
202303;31/03/2023;DKI1;45;57;49;13;22;29;57;PM25;SEDANG
202303;31/03/2023;DKI2;43;53;21;12;37;26;53;PM25;SEDANG
202303;31/03/2023;DKI3;40;49;11;26;10;10;49;PM25;BAIK
202303;31/03/2023;DKI4;-;56;31;11;10;13;56;PM25;SEDANG
202303;31/03/2023;DKI5;51;-;20;11;35;16;51;PM10;SEDANG
202304;01/04/2023;DKI1;34;44;51;11;20;19;51;SO2;SEDANG
202304;01/04/2023;DKI2;31;40;22;6;24;14;40;PM25;BAIK
202304;01/04/2023;DKI3;26;33;35;3;13;-;35;SO2;BAIK
202304;01/04/2023;DKI4;-;50;31;3;13;8;50;PM25;BAIK
202304;01/04/2023;DKI5;-;-;-;-;-;-;0;-;TIDAK ADA DATA
202304;02/04/2023;DKI1;29;46;49;12;24;17;49;SO2;BAIK
202304;02/04/2023;DKI2;27;41;22;7;26;18;41;PM25;BAIK
202304;02/04/2023;DKI3;35;56;34;5;10;6;56;PM25;SEDANG
202304;02/04/2023;DKI4;-;56;31;6;12;10;56;PM25;SEDANG
202304;02/04/2023;DKI5;-;-;-;-;-;-;0;-;TIDAK ADA DATA
202304;03/04/2023;DKI1;53;71;52;13;19;29;71;PM25;SEDANG
202304;03/04/2023;DKI2;64;79;40;12;31;29;79;PM25;SEDANG
202304;03/04/2023;DKI3;52;71;36;9;12;15;71;PM25;SEDANG
202304;03/04/2023;DKI4;-;91;33;8;15;15;91;PM25;SEDANG
202304;03/04/2023;DKI5;-;-;-;-;-;-;0;-;TIDAK ADA DATA
202304;04/04/2023;DKI1;46;61;51;13;12;24;61;PM25;SEDANG
202304;04/04/2023;DKI2;50;56;22;10;21;21;56;PM25;SEDANG
202304;04/04/2023;DKI3;51;69;35;6;11;8;69;PM25;SEDANG
202304;04/04/2023;DKI4;-;61;31;6;11;11;61;PM25;SEDANG
202304;04/04/2023;DKI5;39;-;18;11;31;11;39;PM10;BAIK
202304;05/04/2023;DKI1;44;68;51;14;22;29;68;PM25;SEDANG
202304;05/04/2023;DKI2;48;68;26;9;36;24;68;PM25;SEDANG
202304;05/04/2023;DKI3;52;71;39;9;14;12;71;PM25;SEDANG
202304;05/04/2023;DKI4;-;86;36;7;26;16;86;PM25;SEDANG
202304;05/04/2023;DKI5;36;-;19;9;24;12;36;PM10;BAIK
202304;06/04/2023;DKI1;47;63;49;13;14;31;63;PM25;SEDANG
202304;06/04/2023;DKI2;57;70;25;9;30;26;70;PM25;SEDANG
202304;06/04/2023;DKI3;56;76;36;7;17;12;76;PM25;SEDANG
202304;06/04/2023;DKI4;-;85;35;6;24;16;85;PM25;SEDANG
202304;06/04/2023;DKI5;-;-;-;-;-;-;0;-;TIDAK ADA DATA
202304;07/04/2023;DKI1;43;65;52;12;21;23;65;PM25;SEDANG
202304;07/04/2023;DKI2;50;71;31;8;34;20;71;PM25;SEDANG
202304;07/04/2023;DKI3;47;60;39;7;13;7;60;PM25;SEDANG
202304;07/04/2023;DKI4;-;72;37;5;22;15;72;PM25;SEDANG
202304;07/04/2023;DKI5;37;-;18;9;24;11;37;PM10;BAIK
202304;08/04/2023;DKI1;59;82;51;12;35;26;82;PM25;SEDANG
202304;08/04/2023;DKI2;67;87;30;8;49;23;87;PM25;SEDANG
202304;08/04/2023;DKI3;57;82;38;8;25;8;82;PM25;SEDANG
202304;08/04/2023;DKI4;-;95;35;4;32;16;95;PM25;SEDANG
202304;08/04/2023;DKI5;58;-;20;10;44;14;58;PM10;SEDANG
202304;09/04/2023;DKI1;57;79;52;13;23;27;79;PM25;SEDANG
202304;09/04/2023;DKI2;71;92;35;15;32;34;92;PM25;SEDANG
202304;09/04/2023;DKI3;51;66;37;8;14;11;66;PM25;SEDANG
202304;09/04/2023;DKI4;-;99;35;10;14;17;99;PM25;SEDANG
202304;09/04/2023;DKI5;57;-;24;12;33;15;57;PM10;SEDANG
202304;10/04/2023;DKI1;38;53;48;11;17;18;53;PM25;SEDANG
202304;10/04/2023;DKI2;31;39;21;5;27;12;39;PM25;BAIK
202304;10/04/2023;DKI3;50;57;35;6;8;5;57;PM25;SEDANG
202304;10/04/2023;DKI4;-;55;32;3;7;9;55;PM25;SEDANG
202304;10/04/2023;DKI5;27;-;16;6;28;9;28;O3;BAIK
202304;11/04/2023;DKI1;27;51;47;12;14;17;51;PM25;SEDANG
202304;11/04/2023;DKI2;24;32;22;6;19;13;32;PM25;BAIK
202304;11/04/2023;DKI3;26;47;33;3;7;-;47;PM25;BAIK
202304;11/04/2023;DKI4;-;-;-;-;-;-;0;-;TIDAK ADA DATA
202304;11/04/2023;DKI5;23;-;15;5;26;5;26;O3;BAIK
202304;12/04/2023;DKI1;31;51;46;11;9;14;51;PM25;SEDANG
202304;12/04/2023;DKI2;27;35;20;6;16;12;35;PM25;BAIK
202304;12/04/2023;DKI3;28;53;34;3;6;-;53;PM25;SEDANG
202304;12/04/2023;DKI4;-;55;32;3;7;7;55;PM25;SEDANG
202304;12/04/2023;DKI5;15;-;15;5;24;4;24;O3;BAIK
202304;13/04/2023;DKI1;27;49;45;10;11;14;49;PM25;BAIK
202304;13/04/2023;DKI2;27;36;19;6;19;13;36;PM25;BAIK
202304;13/04/2023;DKI3;40;60;50;4;9;7;60;PM25;SEDANG
202304;13/04/2023;DKI4;37;58;32;3;11;8;58;PM25;SEDANG
202304;13/04/2023;DKI5;17;-;14;5;28;4;28;O3;BAIK
202304;14/04/2023;DKI1;33;57;48;12;14;26;57;PM25;SEDANG
202304;14/04/2023;DKI2;40;57;25;9;28;21;57;PM25;SEDANG
202304;14/04/2023;DKI3;50;63;51;5;11;11;63;PM25;SEDANG
202304;14/04/2023;DKI4;50;70;34;3;17;13;70;PM25;SEDANG
202304;14/04/2023;DKI5;28;-;16;7;29;9;29;O3;BAIK
202304;15/04/2023;DKI1;65;94;52;12;27;53;94;PM25;SEDANG
202304;15/04/2023;DKI2;64;77;30;14;34;31;77;PM25;SEDANG
202304;15/04/2023;DKI3;45;58;50;6;9;13;58;PM25;SEDANG
202304;15/04/2023;DKI4;65;88;33;5;16;14;88;PM25;SEDANG
202304;15/04/2023;DKI5;40;-;18;12;34;16;40;PM10;BAIK
202304;16/04/2023;DKI1;48;63;50;11;21;22;63;PM25;SEDANG
202304;16/04/2023;DKI2;50;62;26;9;28;23;62;PM25;SEDANG
202304;16/04/2023;DKI3;46;60;49;6;15;10;60;PM25;SEDANG
202304;16/04/2023;DKI4;57;82;33;6;17;11;82;PM25;SEDANG
202304;16/04/2023;DKI5;31;-;15;7;35;8;35;O3;BAIK
202304;17/04/2023;DKI1;42;58;48;11;18;24;58;PM25;SEDANG
202304;17/04/2023;DKI2;45;56;25;8;27;21;56;PM25;SEDANG
202304;17/04/2023;DKI3;41;63;48;5;15;8;63;PM25;SEDANG
202304;17/04/2023;DKI4;51;72;32;4;19;13;72;PM25;SEDANG
202304;17/04/2023;DKI5;19;-;15;6;35;7;35;O3;BAIK
202304;18/04/2023;DKI1;51;72;52;9;27;26;72;PM25;SEDANG
202304;18/04/2023;DKI2;55;71;37;6;35;18;71;PM25;SEDANG
202304;18/04/2023;DKI3;47;64;51;7;21;12;64;PM25;SEDANG
202304;18/04/2023;DKI4;62;86;38;5;20;14;86;PM25;SEDANG
202304;18/04/2023;DKI5;49;-;16;9;50;14;50;O3;BAIK
202304;19/04/2023;DKI1;51;75;50;9;33;27;75;PM25;SEDANG
202304;19/04/2023;DKI2;56;75;29;10;45;22;75;PM25;SEDANG
202304;19/04/2023;DKI3;51;68;48;9;23;12;68;PM25;SEDANG
202304;19/04/2023;DKI4;-;88;33;7;19;11;88;PM25;SEDANG
202304;19/04/2023;DKI5;48;-;15;12;51;16;51;O3;SEDANG
202304;20/04/2023;DKI5;51;-;15;12;50;15;51;PM10;SEDANG
202304;20/04/2023;DKI1;43;60;45;11;35;27;60;PM25;SEDANG
202304;20/04/2023;DKI2;48;67;24;13;47;26;67;PM25;SEDANG
202304;20/04/2023;DKI3;43;61;49;9;24;11;61;PM25;SEDANG
202304;20/04/2023;DKI4;-;85;32;13;18;15;85;PM25;SEDANG
202304;21/04/2023;DKI5;35;-;15;9;55;12;55;O3;SEDANG
202304;21/04/2023;DKI1;49;71;46;9;36;23;71;PM25;SEDANG
202304;21/04/2023;DKI2;54;72;22;8;49;15;72;PM25;SEDANG
202304;21/04/2023;DKI3;51;-;50;10;22;11;51;PM10;SEDANG
202304;21/04/2023;DKI4;-;78;32;8;18;13;78;PM25;SEDANG
202304;22/04/2023;DKI5;40;-;15;7;49;12;49;O3;BAIK
202304;22/04/2023;DKI1;45;66;46;11;32;18;66;PM25;SEDANG
202304;22/04/2023;DKI2;47;64;37;7;44;11;64;PM25;SEDANG
202304;22/04/2023;DKI3;43;-;50;19;21;10;50;SO2;BAIK
202304;22/04/2023;DKI4;-;79;33;-;19;11;79;PM25;SEDANG
202304;23/04/2023;DKI5;35;-;15;2;53;8;53;O3;SEDANG
202304;23/04/2023;DKI1;45;64;50;8;38;12;64;PM25;SEDANG
202304;23/04/2023;DKI2;46;64;21;4;51;6;64;PM25;SEDANG
202304;23/04/2023;DKI3;42;-;50;8;21;6;50;SO2;BAIK
202304;23/04/2023;DKI4;-;78;34;-;21;5;78;PM25;SEDANG
202304;24/04/2023;DKI5;39;-;15;8;47;14;47;O3;BAIK
202304;24/04/2023;DKI1;42;64;47;9;32;21;64;PM25;SEDANG
202304;24/04/2023;DKI2;51;65;41;6;39;17;65;PM25;SEDANG
202304;24/04/2023;DKI3;45;-;51;24;18;14;51;SO2;SEDANG
202304;24/04/2023;DKI4;-;76;33;6;19;10;76;PM25;SEDANG
202304;25/04/2023;DKI5;34;-;15;-;47;10;47;O3;BAIK
202304;25/04/2023;DKI1;33;48;45;9;25;19;48;PM25;BAIK
202304;25/04/2023;DKI2;37;52;25;6;34;15;52;PM25;SEDANG
202304;25/04/2023;DKI3;29;-;50;10;19;9;50;SO2;BAIK
202304;25/04/2023;DKI4;-;64;33;5;18;11;64;PM25;SEDANG
202304;26/04/2023;DKI5;44;-;15;11;44;15;44;PM10;BAIK
202304;26/04/2023;DKI1;35;53;46;11;23;21;53;PM25;SEDANG
202304;26/04/2023;DKI2;42;57;32;7;27;13;57;PM25;SEDANG
202304;26/04/2023;DKI3;44;-;51;26;19;19;51;SO2;SEDANG
202304;26/04/2023;DKI4;-;80;34;7;15;13;80;PM25;SEDANG
202304;27/04/2023;DKI5;48;-;15;10;48;19;48;PM10;BAIK
202304;27/04/2023;DKI1;50;68;45;11;30;31;68;PM25;SEDANG
202304;27/04/2023;DKI2;53;70;26;13;33;23;70;PM25;SEDANG
202304;27/04/2023;DKI3;49;-;50;12;23;14;50;SO2;BAIK
202304;27/04/2023;DKI4;-;83;34;10;16;13;83;PM25;SEDANG
202304;28/04/2023;DKI5;31;-;14;-;49;11;49;O3;BAIK
202304;28/04/2023;DKI1;34;51;45;8;29;21;51;PM25;SEDANG
202304;28/04/2023;DKI2;40;54;21;4;35;12;54;PM25;SEDANG
202304;28/04/2023;DKI3;61;-;50;11;16;14;61;PM10;SEDANG
202304;28/04/2023;DKI4;-;81;33;6;14;10;81;PM25;SEDANG
202304;29/04/2023;DKI5;45;-;14;10;48;18;48;O3;BAIK
202304;29/04/2023;DKI1;52;81;46;13;36;31;81;PM25;SEDANG
202304;29/04/2023;DKI2;56;74;22;9;42;18;74;PM25;SEDANG
202304;29/04/2023;DKI3;64;46;50;9;18;12;64;PM10;SEDANG
202304;29/04/2023;DKI4;-;98;34;9;18;18;98;PM25;SEDANG
202304;30/04/2023;DKI5;59;-;14;12;53;21;59;PM10;SEDANG
202304;30/04/2023;DKI1;61;87;50;10;42;26;87;PM25;SEDANG
202304;30/04/2023;DKI2;64;84;29;7;47;15;84;PM25;SEDANG
202304;30/04/2023;DKI3;64;50;50;12;26;14;64;PM10;SEDANG
202304;30/04/2023;DKI4;-;104;33;6;18;13;104;PM25;TIDAK SEHAT
202305;01/05/2023;DKI1;49;69;47;9;34;21;69;PM25;SEDANG
202305;01/05/2023;DKI2;50;61;23;7;35;16;61;PM25;SEDANG
202305;01/05/2023;DKI3;56;80;50;12;21;10;80;PM25;SEDANG
202305;01/05/2023;DKI4;-;76;33;-;18;14;76;PM25;SEDANG
202305;01/05/2023;DKI5;43;-;15;-;51;13;51;O3;SEDANG
202305;02/05/2023;DKI1;64;98;50;11;34;32;98;PM25;SEDANG
202305;02/05/2023;DKI2;69;97;33;10;36;21;97;PM25;SEDANG
202305;02/05/2023;DKI3;76;106;51;23;---;21;106;PM25;TIDAK SEHAT
202305;02/05/2023;DKI4;-;113;35;-;15;14;113;PM25;TIDAK SEHAT
202305;02/05/2023;DKI5;65;-;-;14;44;21;65;PM10;SEDANG
202305;03/05/2023;DKI1;52;68;50;9;32;29;68;PM25;SEDANG
202305;03/05/2023;DKI2;58;70;31;7;35;19;70;PM25;SEDANG
202305;03/05/2023;DKI3;52;69;50;9;14;12;69;PM25;SEDANG
202305;03/05/2023;DKI4;-;92;35;-;18;13;92;PM25;SEDANG
202305;03/05/2023;DKI5;50;-;17;16;44;19;50;PM10;BAIK
202305;04/05/2023;DKI1;35;51;46;10;29;31;51;PM25;SEDANG
202305;04/05/2023;DKI2;43;55;26;7;32;20;55;PM25;SEDANG
202305;04/05/2023;DKI3;34;50;49;9;19;12;50;PM25;BAIK
202305;04/05/2023;DKI4;-;62;33;21;15;15;62;PM25;SEDANG
202305;04/05/2023;DKI5;37;-;17;14;48;20;48;O3;BAIK
202305;05/05/2023;DKI1;45;63;46;12;38;35;63;PM25;SEDANG
202305;05/05/2023;DKI2;52;70;52;10;38;27;70;PM25;SEDANG
202305;05/05/2023;DKI3;47;72;50;17;22;15;72;PM25;SEDANG
202305;05/05/2023;DKI4;-;82;34;24;23;15;82;PM25;SEDANG
202305;05/05/2023;DKI5;42;-;16;22;57;23;57;O3;SEDANG
202305;06/05/2023;DKI1;49;66;45;9;41;31;66;PM25;SEDANG
202305;06/05/2023;DKI2;51;65;50;7;45;21;65;PM25;SEDANG
202305;06/05/2023;DKI3;47;67;50;9;26;12;67;PM25;SEDANG
202305;06/05/2023;DKI4;-;71;34;20;26;13;71;PM25;SEDANG
202305;06/05/2023;DKI5;39;-;18;16;52;21;52;O3;SEDANG
202305;07/05/2023;DKI1;54;80;49;12;33;34;80;PM25;SEDANG
202305;07/05/2023;DKI2;57;73;51;12;40;29;73;PM25;SEDANG
202305;07/05/2023;DKI3;54;75;49;18;23;19;75;PM25;SEDANG
202305;07/05/2023;DKI4;-;107;37;37;17;19;107;PM25;TIDAK SEHAT
202305;07/05/2023;DKI5;57;-;18;23;45;25;57;PM10;SEDANG
202305;08/05/2023;DKI1;51;69;48;11;40;30;69;PM25;SEDANG
202305;08/05/2023;DKI2;51;68;50;12;39;28;68;PM25;SEDANG
202305;08/05/2023;DKI3;62;86;50;14;29;13;86;PM25;SEDANG
202305;08/05/2023;DKI5;42;-;16;16;51;14;51;O3;SEDANG
202305;08/05/2023;DKI4;-;88;34;34;21;20;88;PM25;SEDANG
202305;09/05/2023;DKI1;48;71;50;11;25;34;71;PM25;SEDANG
202305;09/05/2023;DKI2;-;-;-;-;-;-;0;;TIDAK ADA DATA
202305;09/05/2023;DKI3;47;68;50;16;27;16;68;PM25;SEDANG
202305;09/05/2023;DKI5;52;-;19;22;47;24;52;PM10;SEDANG
202305;09/05/2023;DKI4;-;86;35;36;21;17;86;PM25;SEDANG
202305;10/05/2023;DKI1;65;92;52;10;34;30;92;PM25;SEDANG
202305;10/05/2023;DKI2;70;94;52;8;42;19;94;PM25;SEDANG
202305;10/05/2023;DKI3;73;103;51;12;24;16;103;PM25;TIDAK SEHAT
202305;10/05/2023;DKI5;60;-;19;18;50;22;60;PM10;SEDANG
202305;10/05/2023;DKI4;-;123;36;26;19;13;123;PM25;TIDAK SEHAT
202305;11/05/2023;DKI1;61;84;53;10;33;25;84;PM25;SEDANG
202305;11/05/2023;DKI2;71;88;52;7;37;21;88;PM25;SEDANG
202305;11/05/2023;DKI3;65;94;51;9;16;15;94;PM25;SEDANG
202305;11/05/2023;DKI5;53;-;20;14;50;16;53;PM10;SEDANG
202305;11/05/2023;DKI4;-;109;36;21;16;13;109;PM25;TIDAK SEHAT
202305;12/05/2023;DKI1;31;41;52;9;15;16;52;SO2;SEDANG
202305;12/05/2023;DKI2;34;43;48;4;25;10;48;SO2;BAIK
202305;12/05/2023;DKI3;35;51;52;2;16;10;52;SO2;SEDANG
202305;12/05/2023;DKI5;18;-;22;11;31;14;31;O3;BAIK
202305;12/05/2023;DKI4;-;59;39;13;12;13;59;PM25;SEDANG
202305;13/05/2023;DKI1;39;63;52;10;28;24;63;PM25;SEDANG
202305;13/05/2023;DKI2;53;69;52;6;32;18;69;PM25;SEDANG
202305;13/05/2023;DKI3;54;78;51;8;19;17;78;PM25;SEDANG
202305;13/05/2023;DKI5;39;-;20;15;45;17;45;O3;BAIK
202305;13/05/2023;DKI4;-;89;36;20;17;12;89;PM25;SEDANG
202305;14/05/2023;DKI1;37;63;50;9;30;29;63;PM25;SEDANG
202305;14/05/2023;DKI2;53;77;51;10;29;26;77;PM25;SEDANG
202305;14/05/2023;DKI3;-;57;50;6;22;13;57;PM25;SEDANG
202305;14/05/2023;DKI5;46;-;18;18;44;19;46;PM10;BAIK
202305;14/05/2023;DKI4;-;78;34;23;17;12;78;PM25;SEDANG
202305;15/05/2023;DKI1;46;71;51;12;21;32;71;PM25;SEDANG
202305;15/05/2023;DKI2;59;77;51;9;37;26;77;PM25;SEDANG
202305;15/05/2023;DKI3;54;74;50;9;25;12;74;PM25;SEDANG
202305;15/05/2023;DKI5;48;-;21;18;41;18;48;PM10;BAIK
202305;15/05/2023;DKI4;-;102;37;24;25;17;102;PM25;TIDAK SEHAT
202305;16/05/2023;DKI1;56;77;51;12;21;35;77;PM25;SEDANG
202305;16/05/2023;DKI2;70;87;51;9;35;22;87;PM25;SEDANG
202305;16/05/2023;DKI3;64;80;51;6;31;11;80;PM25;SEDANG
202305;16/05/2023;DKI5;53;-;20;16;45;17;53;PM10;SEDANG
202305;16/05/2023;DKI4;-;104;37;22;26;17;104;PM25;TIDAK SEHAT
202305;17/05/2023;DKI1;61;81;52;11;18;32;81;PM25;SEDANG
202305;17/05/2023;DKI2;69;86;52;7;31;20;86;PM25;SEDANG
202305;17/05/2023;DKI3;58;83;51;7;28;14;83;PM25;SEDANG
202305;17/05/2023;DKI5;52;-;20;17;41;20;52;PM10;SEDANG
202305;17/05/2023;DKI4;-;114;37;22;22;15;114;PM25;TIDAK SEHAT
202305;18/05/2023;DKI1;57;84;53;10;25;25;84;PM25;SEDANG
202305;18/05/2023;DKI2;71;95;52;8;34;21;95;PM25;SEDANG
202305;18/05/2023;DKI3;62;85;51;6;26;11;85;PM25;SEDANG
202305;18/05/2023;DKI5;49;-;23;16;42;20;49;PM10;BAIK
202305;18/05/2023;DKI4;-;113;37;21;22;16;113;PM25;TIDAK SEHAT
202305;19/05/2023;DKI1;60;91;52;12;24;34;91;PM25;SEDANG
202305;19/05/2023;DKI2;68;87;52;8;37;17;87;PM25;SEDANG
202305;19/05/2023;DKI3;77;107;51;6;22;16;107;PM25;TIDAK SEHAT
202305;19/05/2023;DKI5;58;-;21;17;48;21;58;PM10;SEDANG
202305;19/05/2023;DKI4;-;114;37;23;23;16;114;PM25;TIDAK SEHAT
202305;20/05/2023;DKI1;63;93;53;10;23;28;93;PM25;SEDANG
202305;20/05/2023;DKI2;71;93;53;9;31;24;93;PM25;SEDANG
202305;20/05/2023;DKI3;74;95;53;7;25;15;95;PM25;SEDANG
202305;20/05/2023;DKI5;57;-;24;18;45;25;57;PM10;SEDANG
202305;20/05/2023;DKI4;-;119;36;27;16;16;119;PM25;TIDAK SEHAT
202305;21/05/2023;DKI1;66;99;52;10;27;27;99;PM25;SEDANG
202305;21/05/2023;DKI2;72;98;52;8;39;16;98;PM25;SEDANG
202305;21/05/2023;DKI3;67;90;51;11;24;12;90;PM25;SEDANG
202305;21/05/2023;DKI5;61;-;21;18;48;19;61;PM10;SEDANG
202305;21/05/2023;DKI4;-;118;37;26;22;15;118;PM25;TIDAK SEHAT
202305;22/05/2023;DKI1;60;86;47;11;37;36;86;PM25;SEDANG
202305;22/05/2023;DKI2;68;89;52;13;38;27;89;PM25;SEDANG
