periode_data;tanggal;stasiun;pm_sepuluh;pm_duakomalima;sulfur_dioksida;karbon_monoksida;ozon;nitrogen_dioksida;max;critical;kategori
202307;31/07/2023;DKI3;63;39;18;16;27;24;63;PM10;SEDANG
202307;31/07/2023;DKI4;-;115;26;18;24;14;115;PM25;TIDAK SEHAT
202307;31/07/2023;DKI5;43;-;25;16;43;15;43;PM10;BAIK
202308;01/08/2023;DKI3;64;73;55;10;21;14;73;PM25;SEDANG
202308;01/08/2023;DKI1;56;79;41;10;19;24;79;PM25;SEDANG
202308;01/08/2023;DKI2;67;79;57;7;27;22;79;PM25;SEDANG
202308;01/08/2023;DKI4;-;103;28;17;20;14;103;PM25;TIDAK SEHAT
202308;01/08/2023;DKI5;28;-;27;16;40;18;40;O3;BAIK
202308;02/08/2023;DKI3;64;75;54;9;22;12;75;PM25;SEDANG
202308;02/08/2023;DKI1;51;74;42;9;22;24;74;PM25;SEDANG
202308;02/08/2023;DKI2;66;77;56;7;24;23;77;PM25;SEDANG
202308;02/08/2023;DKI4;-;99;29;18;23;13;99;PM25;SEDANG
202308;02/08/2023;DKI5;51;-;27;15;57;17;57;O3;SEDANG
202308;03/08/2023;DKI3;70;82;53;7;22;12;82;PM25;SEDANG
202308;03/08/2023;DKI1;60;82;40;9;32;29;82;PM25;SEDANG
202308;03/08/2023;DKI2;68;79;54;7;32;20;79;PM25;SEDANG
202308;03/08/2023;DKI4;-;106;28;21;22;14;106;PM25;TIDAK SEHAT
202308;03/08/2023;DKI5;47;-;25;16;62;22;62;O3;SEDANG
202308;04/08/2023;DKI3;70;83;53;8;21;11;83;PM25;SEDANG
202308;04/08/2023;DKI1;62;91;38;11;39;24;91;PM25;SEDANG
202308;04/08/2023;DKI2;74;90;54;7;40;18;90;PM25;SEDANG
202308;04/08/2023;DKI4;-;110;27;19;25;13;110;PM25;TIDAK SEHAT
202308;04/08/2023;DKI5;51;-;24;18;54;22;54;O3;SEDANG
202308;05/08/2023;DKI2;73;86;54;7;34;18;86;PM25;SEDANG
202308;05/08/2023;DKI3;66;77;53;6;26;10;77;PM25;SEDANG
202308;05/08/2023;DKI1;57;91;39;8;33;22;91;PM25;SEDANG
202308;05/08/2023;DKI4;-;111;26;18;26;12;111;PM25;TIDAK SEHAT
202308;05/08/2023;DKI5;44;-;24;14;58;14;58;O3;SEDANG
202308;06/08/2023;DKI2;70;89;54;9;37;20;89;PM25;SEDANG
202308;06/08/2023;DKI3;69;78;53;5;24;10;78;PM25;SEDANG
202308;06/08/2023;DKI1;58;97;39;11;30;22;97;PM25;SEDANG
202308;06/08/2023;DKI4;-;118;26;22;23;14;118;PM25;TIDAK SEHAT
202308;06/08/2023;DKI5;52;-;25;17;47;18;52;PM10;SEDANG
202308;07/08/2023;DKI2;77;97;53;9;42;19;97;PM25;SEDANG
202308;07/08/2023;DKI3;88;113;53;6;30;16;113;PM25;TIDAK SEHAT
202308;07/08/2023;DKI1;72;114;40;13;28;39;114;PM25;TIDAK SEHAT
202308;07/08/2023;DKI4;-;139;25;31;28;18;139;PM25;TIDAK SEHAT
202308;07/08/2023;DKI5;66;-;24;21;70;24;70;O3;SEDANG
202308;08/08/2023;DKI2;74;82;55;7;29;22;82;PM25;SEDANG
202308;08/08/2023;DKI3;76;89;53;6;24;14;89;PM25;SEDANG
202308;08/08/2023;DKI1;67;90;41;10;19;29;90;PM25;SEDANG
202308;08/08/2023;DKI4;-;105;26;19;22;12;105;PM25;TIDAK SEHAT
202308;08/08/2023;DKI5;55;-;25;17;54;23;55;PM10;SEDANG
202308;09/08/2023;DKI2;66;72;53;5;33;14;72;PM25;SEDANG
202308;09/08/2023;DKI3;64;72;53;8;27;9;72;PM25;SEDANG
202308;09/08/2023;DKI1;58;79;39;9;24;24;79;PM25;SEDANG
202308;09/08/2023;DKI4;-;104;27;16;24;10;104;PM25;TIDAK SEHAT
202308;09/08/2023;DKI5;36;-;23;13;63;16;63;O3;SEDANG
202308;10/08/2023;DKI2;68;82;54;6;39;18;82;PM25;SEDANG
202308;10/08/2023;DKI3;66;76;53;8;31;9;76;PM25;SEDANG
202308;10/08/2023;DKI1;58;87;41;10;27;31;87;PM25;SEDANG
202308;10/08/2023;DKI4;-;102;26;16;32;10;102;PM25;TIDAK SEHAT
202308;10/08/2023;DKI5;27;-;25;13;64;14;64;O3;SEDANG
202308;11/08/2023;DKI2;75;89;54;6;44;18;89;PM25;SEDANG
202308;11/08/2023;DKI3;74;89;53;9;29;14;89;PM25;SEDANG
202308;11/08/2023;DKI1;66;96;40;10;29;29;96;PM25;SEDANG
202308;11/08/2023;DKI4;-;119;28;21;32;14;119;PM25;TIDAK SEHAT
202308;11/08/2023;DKI5;58;-;24;17;60;20;60;O3;SEDANG
202308;12/08/2023;DKI2;71;81;54;6;39;16;81;PM25;SEDANG
202308;12/08/2023;DKI3;77;96;53;8;27;14;96;PM25;SEDANG
202308;12/08/2023;DKI1;66;98;42;12;28;28;98;PM25;SEDANG
202308;12/08/2023;DKI4;-;126;27;20;29;15;126;PM25;TIDAK SEHAT
202308;12/08/2023;DKI5;57;-;26;16;56;19;57;PM10;SEDANG
202308;13/08/2023;DKI2;67;78;55;7;36;17;78;PM25;SEDANG
202308;13/08/2023;DKI3;69;84;53;8;25;11;84;PM25;SEDANG
202308;13/08/2023;DKI1;59;87;43;12;27;24;87;PM25;SEDANG
202308;13/08/2023;DKI4;-;128;26;22;26;13;128;PM25;TIDAK SEHAT
202308;13/08/2023;DKI5;52;-;26;17;46;18;52;PM10;SEDANG
202308;14/08/2023;DKI2;70;84;58;7;40;18;84;PM25;SEDANG
202308;14/08/2023;DKI3;60;74;53;8;28;8;74;PM25;SEDANG
202308;14/08/2023;DKI1;56;82;42;12;30;25;82;PM25;SEDANG
202308;14/08/2023;DKI4;-;115;26;19;27;14;115;PM25;TIDAK SEHAT
202308;14/08/2023;DKI5;46;-;24;16;54;16;54;O3;SEDANG
202308;15/08/2023;DKI2;76;90;59;8;37;22;90;PM25;SEDANG
202308;15/08/2023;DKI3;75;90;54;9;27;16;90;PM25;SEDANG
202308;15/08/2023;DKI1;61;90;46;11;26;33;90;PM25;SEDANG
202308;15/08/2023;DKI4;-;122;28;23;30;18;122;PM25;TIDAK SEHAT
202308;15/08/2023;DKI5;51;-;27;18;54;23;54;O3;SEDANG
202308;16/08/2023;DKI2;69;91;56;8;44;21;91;PM25;SEDANG
202308;16/08/2023;DKI3;69;82;54;9;31;11;82;PM25;SEDANG
202308;16/08/2023;DKI1;63;93;42;12;28;35;93;PM25;SEDANG
202308;16/08/2023;DKI4;-;138;27;24;29;15;138;PM25;TIDAK SEHAT
202308;16/08/2023;DKI5;45;-;25;17;60;18;60;O3;SEDANG
202308;17/08/2023;DKI2;75;82;54;8;30;24;82;PM25;SEDANG
202308;17/08/2023;DKI3;66;76;54;7;23;13;76;PM25;SEDANG
202308;17/08/2023;DKI1;61;87;42;11;21;29;87;PM25;SEDANG
202308;17/08/2023;DKI4;-;111;27;23;23;18;111;PM25;TIDAK SEHAT
202308;17/08/2023;DKI5;40;-;26;17;40;20;40;PM10;BAIK
202308;18/08/2023;DKI2;52;59;52;6;37;17;59;PM25;SEDANG
202308;18/08/2023;DKI3;54;59;53;7;22;6;59;PM25;SEDANG
202308;18/08/2023;DKI1;46;67;40;12;24;22;67;PM25;SEDANG
202308;18/08/2023;DKI4;-;82;26;15;25;12;82;PM25;SEDANG
202308;18/08/2023;DKI5;33;-;25;13;47;9;47;O3;BAIK
202308;19/08/2023;DKI2;61;75;52;6;39;17;75;PM25;SEDANG
202308;19/08/2023;DKI3;64;77;53;7;28;13;77;PM25;SEDANG
202308;19/08/2023;DKI1;56;84;41;12;28;28;84;PM25;SEDANG
202308;19/08/2023;DKI4;-;127;27;23;29;16;127;PM25;TIDAK SEHAT
202308;19/08/2023;DKI5;40;-;26;15;56;16;56;O3;SEDANG
202308;20/08/2023;DKI2;63;75;53;5;38;13;75;PM25;SEDANG
202308;20/08/2023;DKI3;68;82;53;6;26;9;82;PM25;SEDANG
202308;20/08/2023;DKI1;59;86;42;13;30;20;86;PM25;SEDANG
202308;20/08/2023;DKI4;-;113;27;17;28;10;113;PM25;TIDAK SEHAT
202308;20/08/2023;DKI5;44;-;26;13;59;12;59;O3;SEDANG
202308;21/08/2023;DKI2;65;77;53;6;37;15;77;PM25;SEDANG
202308;21/08/2023;DKI3;65;78;53;6;24;10;78;PM25;SEDANG
202308;21/08/2023;DKI1;57;82;40;13;28;21;82;PM25;SEDANG
202308;21/08/2023;DKI4;-;105;26;19;26;13;105;PM25;TIDAK SEHAT
202308;21/08/2023;DKI5;34;-;24;14;60;14;60;O3;SEDANG
202308;22/08/2023;DKI2;61;77;54;7;36;20;77;PM25;SEDANG
202308;22/08/2023;DKI1;59;88;42;14;25;30;88;PM25;SEDANG
202308;22/08/2023;DKI3;70;87;53;6;24;13;87;PM25;SEDANG
202308;22/08/2023;DKI4;-;123;27;22;23;20;123;PM25;TIDAK SEHAT
202308;22/08/2023;DKI5;52;-;26;17;49;20;52;PM10;SEDANG
202308;23/08/2023;DKI2;73;90;53;10;44;26;90;PM25;SEDANG
202308;23/08/2023;DKI1;64;96;41;14;29;37;96;PM25;SEDANG
202308;23/08/2023;DKI3;65;78;53;7;28;8;78;PM25;SEDANG
202308;23/08/2023;DKI4;-;110;27;19;26;15;110;PM25;TIDAK SEHAT
202308;23/08/2023;DKI5;62;-;26;16;56;16;62;PM10;SEDANG
202308;24/08/2023;DKI2;71;93;54;6;38;17;93;PM25;SEDANG
202308;24/08/2023;DKI1;64;89;45;12;26;27;89;PM25;SEDANG
202308;24/08/2023;DKI3;71;88;54;7;29;12;88;PM25;SEDANG
202308;24/08/2023;DKI4;-;114;28;20;26;17;114;PM25;TIDAK SEHAT
202308;24/08/2023;DKI5;54;-;28;16;45;16;54;PM10;SEDANG
202308;25/08/2023;DKI2;73;93;55;7;44;21;93;PM25;SEDANG
202308;25/08/2023;DKI1;60;90;45;13;40;35;90;PM25;SEDANG
202308;25/08/2023;DKI3;64;85;54;6;33;9;85;PM25;SEDANG
202308;25/08/2023;DKI4;-;112;28;20;33;15;112;PM25;TIDAK SEHAT
202308;25/08/2023;DKI5;59;-;29;17;51;19;59;PM10;SEDANG
202308;26/08/2023;DKI2;66;75;52;4;43;11;75;PM25;SEDANG
202308;26/08/2023;DKI1;77;84;42;8;30;23;84;PM25;SEDANG
202308;26/08/2023;DKI3;65;87;53;6;30;9;87;PM25;SEDANG
202308;26/08/2023;DKI4;-;96;27;17;30;10;96;PM25;SEDANG
202308;26/08/2023;DKI5;52;-;26;15;42;19;52;PM10;SEDANG
202308;27/08/2023;DKI2;68;89;53;6;45;15;89;PM25;SEDANG
202308;27/08/2023;DKI1;64;94;40;12;42;23;94;PM25;SEDANG
202308;27/08/2023;DKI3;65;89;53;7;30;10;89;PM25;SEDANG
202308;27/08/2023;DKI4;-;139;27;23;29;18;139;PM25;TIDAK SEHAT
202308;27/08/2023;DKI5;54;-;27;16;46;13;54;PM10;SEDANG
202308;28/08/2023;DKI2;74;87;53;10;29;26;87;PM25;SEDANG
202308;28/08/2023;DKI1;62;85;41;13;28;30;85;PM25;SEDANG
202308;28/08/2023;DKI3;-;75;53;8;33;8;75;PM25;SEDANG
202308;28/08/2023;DKI4;-;98;27;25;20;22;98;PM25;SEDANG
202308;28/08/2023;DKI5;41;-;26;18;35;19;41;PM10;BAIK
202308;29/08/2023;DKI2;73;91;56;7;33;24;91;PM25;SEDANG
202308;29/08/2023;DKI1;63;90;45;14;23;30;90;PM25;SEDANG
202308;29/08/2023;DKI3;64;45;54;9;22;13;64;PM10;SEDANG
202308;29/08/2023;DKI4;-;108;28;22;21;21;108;PM25;TIDAK SEHAT
202308;29/08/2023;DKI5;49;-;28;21;32;25;49;PM10;BAIK
202308;30/08/2023;DKI2;75;97;57;7;45;22;97;PM25;SEDANG
202308;30/08/2023;DKI1;64;90;44;13;32;32;90;PM25;SEDANG
202308;30/08/2023;DKI3;69;44;54;11;24;11;69;PM10;SEDANG
202308;30/08/2023;DKI4;-;113;27;24;29;17;113;PM25;TIDAK SEHAT
202308;30/08/2023;DKI5;56;-;27;19;41;22;56;PM10;SEDANG
202308;31/08/2023;DKI2;76;105;42;10;49;27;105;PM25;TIDAK SEHAT
202308;31/08/2023;DKI1;68;104;44;13;39;34;104;PM25;TIDAK SEHAT
202308;31/08/2023;DKI3;68;44;22;27;30;32;68;PM10;SEDANG
202308;31/08/2023;DKI4;-;108;27;22;32;19;108;PM25;TIDAK SEHAT
202308;31/08/2023;DKI5;53;-;28;19;48;18;53;PM10;SEDANG
202309;01/09/2023;DKI1;71;101;42;12;35;37;101;PM25;TIDAK SEHAT
202309;01/09/2023;DKI2;81;101;32;8;49;26;101;PM25;TIDAK SEHAT
202309;01/09/2023;DKI3;66;88;54;8;44;12;88;PM25;SEDANG
202309;01/09/2023;DKI4;-;117;27;24;34;24;117;PM25;TIDAK SEHAT
202309;01/09/2023;DKI5;53;-;28;20;56;22;56;O3;SEDANG
202309;02/09/2023;DKI1;74;108;43;11;34;33;108;PM25;TIDAK SEHAT
202309;02/09/2023;DKI2;77;91;28;7;44;25;91;PM25;SEDANG
202309;02/09/2023;DKI3;72;91;54;8;31;22;91;PM25;SEDANG
202309;02/09/2023;DKI4;-;112;28;23;33;21;112;PM25;TIDAK SEHAT
202309;02/09/2023;DKI5;58;-;27;19;49;18;58;PM10;SEDANG
202309;03/09/2023;DKI1;63;93;43;11;42;20;93;PM25;SEDANG
202309;03/09/2023;DKI2;71;89;26;5;53;12;89;PM25;SEDANG
202309;03/09/2023;DKI3;59;80;54;8;38;8;80;PM25;SEDANG
202309;03/09/2023;DKI4;-;102;26;18;32;17;102;PM25;TIDAK SEHAT
202309;03/09/2023;DKI5;43;-;27;16;53;11;53;O3;SEDANG
202309;04/09/2023;DKI1;62;89;45;11;31;29;89;PM25;SEDANG
202309;04/09/2023;DKI2;66;83;29;6;44;16;83;PM25;SEDANG
202309;04/09/2023;DKI3;54;69;54;9;36;6;69;PM25;SEDANG
202309;04/09/2023;DKI4;-;96;27;18;33;14;96;PM25;SEDANG
202309;04/09/2023;DKI5;52;-;27;17;44;17;52;PM10;SEDANG
202309;05/09/2023;DKI1;66;99;46;16;27;36;99;PM25;SEDANG
202309;05/09/2023;DKI2;77;103;43;9;36;31;103;PM25;TIDAK SEHAT
202309;05/09/2023;DKI3;60;82;54;10;33;9;82;PM25;SEDANG
202309;05/09/2023;DKI4;-;134;27;28;29;21;134;PM25;TIDAK SEHAT
202309;05/09/2023;DKI5;49;89;28;18;40;20;89;PM25;SEDANG
202309;06/09/2023;DKI1;60;93;47;16;32;35;93;PM25;SEDANG
202309;06/09/2023;DKI2;67;88;26;9;40;26;88;PM25;SEDANG
202309;06/09/2023;DKI3;60;81;55;10;33;9;81;PM25;SEDANG
202309;06/09/2023;DKI4;-;104;28;21;29;20;104;PM25;TIDAK SEHAT
202309;06/09/2023;DKI5;-;-;-;-;-;-;0;;TIDAK ADA DATA
202309;07/09/2023;DKI1;62;95;47;15;33;30;95;PM25;SEDANG
202309;07/09/2023;DKI2;68;96;22;8;40;24;96;PM25;SEDANG
202309;07/09/2023;DKI3;71;93;55;10;35;15;93;PM25;SEDANG
202309;07/09/2023;DKI4;88;121;27;26;39;22;121;PM25;TIDAK SEHAT
202309;07/09/2023;DKI5;59;90;27;20;49;24;90;PM25;SEDANG
202309;08/09/2023;DKI1;66;102;49;14;24;34;102;PM25;TIDAK SEHAT
202309;08/09/2023;DKI2;75;97;25;7;37;21;97;PM25;SEDANG
202309;08/09/2023;DKI3;67;87;55;9;32;12;87;PM25;SEDANG
202309;08/09/2023;DKI4;89;117;29;22;28;17;117;PM25;TIDAK SEHAT
202309;08/09/2023;DKI5;63;83;30;18;56;23;83;PM25;SEDANG
202309;09/09/2023;DKI1;46;88;54;13;26;27;88;PM25;SEDANG
202309;09/09/2023;DKI2;69;91;22;6;41;16;91;PM25;SEDANG
202309;09/09/2023;DKI3;61;78;54;6;28;8;78;PM25;SEDANG
202309;09/09/2023;DKI4;80;111;28;21;29;16;111;PM25;TIDAK SEHAT
202309;09/09/2023;DKI5;41;78;26;17;53;20;78;PM25;SEDANG
202309;10/09/2023;DKI1;58;82;41;11;29;23;82;PM25;SEDANG
202309;10/09/2023;DKI2;67;89;22;7;41;17;89;PM25;SEDANG
202309;10/09/2023;DKI3;57;68;54;7;28;6;68;PM25;SEDANG
202309;10/09/2023;DKI4;69;99;27;18;27;15;99;PM25;SEDANG
202309;10/09/2023;DKI5;48;73;27;16;50;15;73;PM25;SEDANG
202309;11/09/2023;DKI1;62;91;41;10;35;29;91;PM25;SEDANG
202309;11/09/2023;DKI2;65;86;20;7;45;18;86;PM25;SEDANG
202309;11/09/2023;DKI3;59;72;54;6;30;5;72;PM25;SEDANG
202309;11/09/2023;DKI4;-;126;27;22;33;18;126;PM25;TIDAK SEHAT
202309;11/09/2023;DKI5;45;74;27;16;60;16;74;PM25;SEDANG
202309;12/09/2023;DKI1;56;82;41;10;18;24;82;PM25;SEDANG
202309;12/09/2023;DKI2;65;90;21;8;25;24;90;PM25;SEDANG
202309;12/09/2023;DKI3;57;70;54;7;21;5;70;PM25;SEDANG
202309;12/09/2023;DKI4;81;152;27;19;19;19;152;PM25;TIDAK SEHAT
202309;12/09/2023;DKI5;29;74;26;16;37;14;74;PM25;SEDANG
202309;13/09/2023;DKI1;55;86;41;10;31;26;86;PM25;SEDANG
202309;13/09/2023;DKI2;61;84;20;6;37;17;84;PM25;SEDANG
202309;13/09/2023;DKI3;56;83;54;5;26;6;83;PM25;SEDANG
202309;13/09/2023;DKI4;71;107;28;17;23;15;107;PM25;TIDAK SEHAT
202309;13/09/2023;DKI5;52;75;27;16;58;15;75;PM25;SEDANG
202309;14/09/2023;DKI1;55;73;42;9;29;29;73;PM25;SEDANG
202309;14/09/2023;DKI2;61;77;20;7;37;19;77;PM25;SEDANG
202309;14/09/2023;DKI3;54;68;54;7;29;7;68;PM25;SEDANG
202309;14/09/2023;DKI4;62;93;27;16;24;13;93;PM25;SEDANG
202309;14/09/2023;DKI5;24;66;27;16;48;14;66;PM25;SEDANG
202309;15/09/2023;DKI1;58;82;44;8;29;27;82;PM25;SEDANG
202309;15/09/2023;DKI2;65;86;19;7;37;17;86;PM25;SEDANG
202309;15/09/2023;DKI3;58;77;54;8;28;7;77;PM25;SEDANG
202309;15/09/2023;DKI4;70;108;27;21;29;18;108;PM25;TIDAK SEHAT
202309;15/09/2023;DKI5;42;74;27;17;57;15;74;PM25;SEDANG
202309;16/09/2023;DKI1;60;88;46;7;33;26;88;PM25;SEDANG
202309;16/09/2023;DKI2;67;90;22;7;40;18;90;PM25;SEDANG
202309;16/09/2023;DKI3;61;86;54;9;31;9;86;PM25;SEDANG
202309;16/09/2023;DKI4;76;113;28;20;26;18;113;PM25;TIDAK SEHAT
202309;16/09/2023;DKI5;41;78;28;17;56;17;78;PM25;SEDANG
202309;17/09/2023;DKI1;57;76;43;6;33;20;76;PM25;SEDANG
202309;17/09/2023;DKI2;64;79;20;6;39;14;79;PM25;SEDANG
202309;17/09/2023;DKI3;61;74;54;8;28;10;74;PM25;SEDANG
202309;17/09/2023;DKI4;77;110;27;19;25;15;110;PM25;TIDAK SEHAT
202309;17/09/2023;DKI5;-;-;-;-;-;-;0;;TIDAK ADA DATA
202309;18/09/2023;DKI1;53;76;42;6;32;20;76;PM25;SEDANG
202309;18/09/2023;DKI2;56;71;19;5;44;15;71;PM25;SEDANG
202309;18/09/2023;DKI3;54;72;54;8;25;13;72;PM25;SEDANG
202309;18/09/2023;DKI4;59;86;28;16;28;12;86;PM25;SEDANG
202309;18/09/2023;DKI5;39;69;26;15;59;12;69;PM25;SEDANG
202309;19/09/2023;DKI1;60;88;41;9;33;30;88;PM25;SEDANG
202309;19/09/2023;DKI2;69;80;19;5;42;20;80;PM25;SEDANG
202309;19/09/2023;DKI3;59;81;54;9;32;13;81;PM25;SEDANG
202309;19/09/2023;DKI4;77;109;28;24;40;21;109;PM25;TIDAK SEHAT
202309;19/09/2023;DKI5;54;83;25;15;73;17;83;PM25;SEDANG
202309;20/09/2023;DKI1;62;84;43;8;21;33;84;PM25;SEDANG
202309;20/09/2023;DKI2;69;85;21;8;28;25;85;PM25;SEDANG
202309;20/09/2023;DKI3;62;80;53;9;29;15;80;PM25;SEDANG
202309;20/09/2023;DKI4;71;98;28;21;26;17;98;PM25;SEDANG
202309;20/09/2023;DKI5;48;77;26;17;55;24;77;PM25;SEDANG
202309;21/09/2023;DKI1;61;84;44;8;29;32;84;PM25;SEDANG
202309;21/09/2023;DKI2;65;83;20;6;37;17;83;PM25;SEDANG
202309;21/09/2023;DKI3;59;72;53;9;31;11;72;PM25;SEDANG
202309;21/09/2023;DKI4;69;101;28;24;29;19;101;PM25;TIDAK SEHAT
202309;21/09/2023;DKI5;50;76;26;17;58;20;76;PM25;SEDANG
202309;22/09/2023;DKI1;60;87;44;9;29;30;87;PM25;SEDANG
202309;22/09/2023;DKI2;68;87;21;7;40;25;87;PM25;SEDANG
202309;22/09/2023;DKI3;57;70;54;8;22;11;70;PM25;SEDANG
202309;22/09/2023;DKI4;68;93;28;20;26;23;93;PM25;SEDANG
202309;22/09/2023;DKI5;46;70;27;15;56;16;70;PM25;SEDANG
202309;23/09/2023;DKI1;57;86;45;8;33;31;86;PM25;SEDANG
202309;23/09/2023;DKI2;65;83;22;6;37;19;83;PM25;SEDANG
202309;23/09/2023;DKI3;52;70;54;9;34;10;70;PM25;SEDANG
202309;23/09/2023;DKI4;78;111;28;22;30;20;111;PM25;TIDAK SEHAT
202309;23/09/2023;DKI5;39;70;27;15;49;18;70;PM25;SEDANG
202309;24/09/2023;DKI1;55;78;44;7;30;23;78;PM25;SEDANG
202309;24/09/2023;DKI2;56;75;20;6;42;17;75;PM25;SEDANG
202309;24/09/2023;DKI3;54;65;54;9;33;7;65;PM25;SEDANG
202309;24/09/2023;DKI4;65;92;28;23;26;16;92;PM25;SEDANG
202309;24/09/2023;DKI5;35;66;26;16;53;16;66;PM25;SEDANG
202309;25/09/2023;DKI1;59;84;46;9;35;30;84;PM25;SEDANG
202309;25/09/2023;DKI2;75;105;23;11;48;29;105;PM25;TIDAK SEHAT
202309;25/09/2023;DKI3;55;72;54;9;35;6;72;PM25;SEDANG
202309;25/09/2023;DKI4;76;114;30;23;-;24;114;PM25;TIDAK SEHAT
202309;25/09/2023;DKI5;51;74;27;16;64;16;74;PM25;SEDANG
202309;26/09/2023;DKI1;58;89;45;8;27;34;89;PM25;SEDANG
202309;26/09/2023;DKI2;64;84;20;6;42;21;84;PM25;SEDANG
202309;26/09/2023;DKI3;53;66;55;9;30;9;66;PM25;SEDANG
202309;26/09/2023;DKI4;85;249;28;18;26;20;249;PM25;SANGAT TIDAK SEHAT
202309;26/09/2023;DKI5;-;76;42;17;39;49;76;PM25;SEDANG
202309;27/09/2023;DKI1;57;88;46;9;23;33;88;PM25;SEDANG
202309;27/09/2023;DKI2;63;82;20;7;37;23;82;PM25;SEDANG
202309;27/09/2023;DKI3;59;74;55;10;30;10;74;PM25;SEDANG
202309;27/09/2023;DKI4;-;217;28;22;23;22;217;PM25;SANGAT TIDAK SEHAT
202309;27/09/2023;DKI5;11;78;29;19;42;21;78;PM25;SEDANG
202309;28/09/2023;DKI1;58;99;46;8;29;23;99;PM25;SEDANG
202309;28/09/2023;DKI2;66;89;21;7;38;19;89;PM25;SEDANG
202309;28/09/2023;DKI3;56;73;54;9;28;8;73;PM25;SEDANG
202309;28/09/2023;DKI4;163;287;29;17;29;19;287;PM25;SANGAT TIDAK SEHAT
202309;28/09/2023;DKI5;53;85;28;17;43;15;85;PM25;SEDANG
202309;29/09/2023;DKI1;58;88;47;8;29;22;88;PM25;SEDANG
202309;29/09/2023;DKI2;68;98;23;8;33;22;98;PM25;SEDANG
202309;29/09/2023;DKI3;62;47;56;9;24;9;62;PM10;SEDANG
202309;29/09/2023;DKI4;129;143;29;21;24;23;143;PM25;TIDAK SEHAT
202309;29/09/2023;DKI5;53;83;30;18;49;17;83;PM25;SEDANG
202309;30/09/2023;DKI1;-;-;-;-;-;-;0;;TIDAK ADA DATA
202309;30/09/2023;DKI2;-;-;-;-;-;-;0;;TIDAK ADA DATA
202309;30/09/2023;DKI3;-;-;-;-;-;-;0;;TIDAK ADA DATA
202309;30/09/2023;DKI4;-;-;-;-;-;-;0;;TIDAK ADA DATA
202309;30/09/2023;DKI5;-;-;-;-;-;-;0;;TIDAK ADA DATA
202310;01/10/2023;DKI3;70;91;54;7;36;5;91;PM25;SEDANG
202310;01/10/2023;DKI4;126;199;29;26;27;25;199;PM25;TIDAK SEHAT
202310;01/10/2023;DKI1;75;122;43;5;37;29;122;PM25;TIDAK SEHAT
202310;01/10/2023;DKI2;82;109;20;10;40;24;109;PM25;TIDAK SEHAT
202310;01/10/2023;DKI5;61;86;27;18;71;15;86;PM25;SEDANG
202310;02/10/2023;DKI3;66;84;55;7;32;5;84;PM25;SEDANG
202310;02/10/2023;DKI4;86;120;30;25;24;25;120;PM25;TIDAK SEHAT
202310;02/10/2023;DKI1;76;122;43;8;35;31;122;PM25;TIDAK SEHAT
202310;02/10/2023;DKI2;79;100;23;8;42;21;100;PM25;SEDANG
202310;02/10/2023;DKI5;-;75;30;17;58;16;75;PM25;SEDANG
202310;03/10/2023;DKI3;56;68;54;8;32;4;68;PM25;SEDANG
202310;03/10/2023;DKI4;64;93;29;15;28;19;93;PM25;SEDANG
202310;03/10/2023;DKI1;58;86;41;7;36;26;86;PM25;SEDANG
202310;03/10/2023;DKI2;59;74;19;6;44;19;74;PM25;SEDANG
202310;03/10/2023;DKI5;23;65;28;15;55;11;65;PM25;SEDANG
202310;04/10/2023;DKI3;60;74;55;6;32;5;74;PM25;SEDANG
202310;04/10/2023;DKI4;76;115;29;20;26;25;115;PM25;TIDAK SEHAT
202310;04/10/2023;DKI1;65;95;43;7;30;33;95;PM25;SEDANG
202310;04/10/2023;DKI2;72;93;24;7;46;21;93;PM25;SEDANG
202310;04/10/2023;DKI5;15;69;29;17;52;18;69;PM25;SEDANG
202310;05/10/2023;DKI3;64;79;55;5;26;4;79;PM25;SEDANG
202310;05/10/2023;DKI4;84;123;28;20;21;12;123;PM25;TIDAK SEHAT
202310;05/10/2023;DKI1;62;89;46;5;27;26;89;PM25;SEDANG
202310;05/10/2023;DKI2;66;83;22;5;34;16;83;PM25;SEDANG
202310;05/10/2023;DKI5;14;65;29;16;57;15;65;PM25;SEDANG
202310;06/10/2023;DKI3;59;80;54;5;28;4;80;PM25;SEDANG
202310;06/10/2023;DKI4;80;111;28;20;24;15;111;PM25;TIDAK SEHAT
202310;06/10/2023;DKI1;59;86;46;5;39;26;86;PM25;SEDANG
202310;06/10/2023;DKI2;68;86;24;6;38;19;86;PM25;SEDANG
202310;06/10/2023;DKI5;15;74;28;17;56;19;74;PM25;SEDANG
202310;07/10/2023;DKI3;66;88;54;4;28;3;88;PM25;SEDANG
202310;07/10/2023;DKI4;97;141;29;33;23;28;141;PM25;TIDAK SEHAT
202310;07/10/2023;DKI1;72;107;46;5;30;38;107;PM25;TIDAK SEHAT
202310;07/10/2023;DKI2;81;107;22;12;33;32;107;PM25;TIDAK SEHAT
202310;07/10/2023;DKI5;-;85;28;19;55;24;85;PM25;SEDANG
202310;08/10/2023;DKI3;-;81;55;5;26;3;81;PM25;SEDANG
202310;08/10/2023;DKI4;97;148;29;21;21;16;148;PM25;TIDAK SEHAT
202310;08/10/2023;DKI1;64;92;49;4;29;27;92;PM25;SEDANG
202310;08/10/2023;DKI2;71;93;23;6;37;16;93;PM25;SEDANG
