Tanggal;Tavg;RH_avg;RR;ss;ff_avg;DDD_CAR
01/06/2025;28,3;75;1,6;6,3;1;C
02/06/2025;29,4;76;0;0,2;1;C
03/06/2025;29,5;76;0;4,2;0;C
04/06/2025;30,2;74;0;7;1;C
05/06/2025;29,8;73;0;3,7;1;C
06/06/2025;29,3;74;0;4,2;1;C
07/06/2025;28,6;82;8888;2;1;C
08/06/2025;28,9;76;16,5;4;1;C
09/06/2025;29;78;0;3,8;1;C
10/06/2025;29,1;81;27,3;2,6;1;C
11/06/2025;28,4;79;30,5;2,8;2;E
12/06/2025;29,2;74;0;2,7;1;C
13/06/2025;30;71;0;2,8;1;C
14/06/2025;27,9;80;0;2,9;1;C
15/06/2025;29,2;76;10,6;1;1;C
